발전원,발전소명,단위용량,대수,용량,준공,형식,연료,"보일러(NSSS)
제작사","터빈(수차)
제작사",발전기 제작사,발전회사,정격전압,용도별,회원,시장,급전,"소재지 및
주요생산품목(상용자가)"
양수,청송양수,300000,1,300000,2006.12,양수,양수,-,GE,GE,한수원,18kV,사업용,정회원,시장,중앙,경북 청송군 파천면
양수,청평양수,200000,1,200000,1979.11,양수,양수,-,Fuji,Fuji,한수원,13.8kV,사업용,정회원,시장,중앙,경기 가평군 가평읍
양수,청평양수,200000,1,200000,1980.2,양수,양수,-,Fuji,Fuji,한수원,13.8kV,사업용,정회원,시장,중앙,경기 가평군 가평읍
원자력,고 리 #2,650000,1,650000,1983.7,PWR,농축U,WH,GEC(영),GEC(영),한수원㈜,22kV,사업용,정회원,시장,중앙,부산 기장군 장안읍 고리
원자력,고 리 #3,950000,1,950000,1985.9,PWR,농축U,WH,GEC(영),GEC(영),한수원㈜,22kV,사업용,정회원,시장,중앙,부산 기장군 장안읍 고리
원자력,고 리 #4,950000,1,950000,1986.4,PWR,농축U,WH,GEC(영),GEC(영),한수원㈜,22kV,사업용,정회원,시장,중앙,부산 기장군 장안읍 고리
원자력,신고리#1,1000000,1,1000000,2011.2,PWR,농축U,두중/GE,두중/GE,두중/GE,한수원㈜,22kV,사업용,정회원,시장,중앙,부산 기장군 장안읍 고리
원자력,신고리#2,1000000,1,1000000,2012.7,PWR,농축U,두중/GE,두중/GE,두중/GE,한수원㈜,22kV,사업용,정회원,시장,중앙,부산 기장군 장안읍 고리
원자력,신고리#3,1400000,1,1400000,2016.12,PWR,농축U,두산중공업,두산중공업,두산중공업,한수원㈜,24kV,사업용,정회원,시장,중앙,울산 울주군 서생면 신암리
원자력,신고리#4,1400000,1,1400000,2019.8,PWR,농축U,두산중공업,두산중공업,두산중공업,한수원㈜,24kV,사업용,정회원,시장,중앙,울산 울주군 서생면 신암리
원자력,신월성#1,1000000,1,1000000,2012.7,PWR,농축U,두중/GE,두중/GE,두중/GE,한수원㈜,22kV,사업용,정회원,시장,중앙,경북 경주시 양남면 나아리
원자력,신월성#2,1000000,1,1000000,2015.7,PWR,농축U,두중/GE,두중/GE,두중/GE,한수원㈜,22kV,사업용,정회원,시장,중앙,경북 경주시 양남면 나아리
원자력,신한울#1,1400000,1,1400000,2022.12,PWR,농축U,두산중공업,두산중공업,두산중공업,한수원㈜,24kV,사업용,정회원,시장,중앙,경북 울진군 북면 덕천리 및 고목리
원자력,신한울#2,1400000,1,1400000,2024.4,PWR,농축U,두산에너빌리티,두산에너빌리티,두산에너빌리티,한수원㈜,24kV,사업용,정회원,시장,중앙,경북 울진군 북면 덕천리 및 고목리
원자력,월 성 #2,700000,1,700000,1997.7,PHWR,천연U,AECL/한중/한원연,한중/GE,한중/GE,한수원㈜,22kV,사업용,정회원,시장,중앙,경북 경주시 양남면 나아리
원자력,월 성 #3,700000,1,700000,1998.7,PHWR,천연U,AECL/한중,한중/GE,한중/GE,한수원㈜,22kV,사업용,정회원,시장,중앙,경북 경주시 양남면 나아리
원자력,월 성 #4,700000,1,700000,1999.10,PHWR,천연U,AECL/한중,한중/GE,한중/GE,한수원㈜,22kV,사업용,정회원,시장,중앙,경북 경주시 양남면 나아리
원자력,한 빛 #1,950000,1,950000,1986.8,PWR,농축U,WH,WH,WH,한수원㈜,22kV,사업용,정회원,시장,중앙,전남 영광군 홍농읍 계마리
원자력,한 빛 #2,950000,1,950000,1987.6,PWR,농축U,WH,WH,WH,한수원㈜,22kV,사업용,정회원,시장,중앙,전남 영광군 홍농읍 계마리
원자력,한 빛 #3,1000000,1,1000000,1995.3,PWR,농축U,한중/한원연/CE,한중/GE,한중/GE,한수원㈜,22kV,사업용,정회원,시장,중앙,전남 영광군 홍농읍 계마리
원자력,한 빛 #4,1000000,1,1000000,1996.1,PWR,농축U,한중/한원연/CE,한중/GE,한중/GE,한수원㈜,22kV,사업용,정회원,시장,중앙,전남 영광군 홍농읍 계마리
원자력,한 빛 #5,1000000,1,1000000,2002.5,PWR,농축U,두산중공업,두산중공업,두산중공업,한수원㈜,22kV,사업용,정회원,시장,중앙,전남 영광군 홍농읍 계마리
원자력,한 빛 #6,1000000,1,1000000,2002.12,PWR,농축U,두산중공업,두산중공업,두산중공업,한수원㈜,22kV,사업용,정회원,시장,중앙,전남 영광군 홍농읍 계마리
원자력,한 울 #1,950000,1,950000,1988.9,PWR,농축U,Framatome,Alsthom,Alsthom,한수원㈜,22kV,사업용,정회원,시장,중앙,경북 울진군 북면 부구리
원자력,한 울 #2,950000,1,950000,1989.9,PWR,농축U,Framatome,Alsthom,Alsthom,한수원㈜,22kV,사업용,정회원,시장,중앙,경북 울진군 북면 부구리
원자력,한 울 #3,1000000,1,1000000,1998.8,PWR,농축U,한중/한기/CE,한중/GE,한중/GE,한수원㈜,22kV,사업용,정회원,시장,중앙,경북 울진군 북면 부구리
원자력,한 울 #4,1000000,1,1000000,1999.12,PWR,농축U,한중/한기/CE,한중/GE,한중/GE,한수원㈜,22kV,사업용,정회원,시장,중앙,경북 울진군 북면 부구리
원자력,한 울 #5,1000000,1,1000000,2004.7,PWR,농축U,두중/한기/CE,두중/GE,두중/GE,한수원㈜,22kV,사업용,정회원,시장,중앙,경북 울진군 북면 부구리
원자력,한 울 #6,1000000,1,1000000,2005.4,PWR,농축U,두중/한기/CE,두중/GE,두중/GE,한수원㈜,22kV,사업용,정회원,시장,중앙,경북 울진군 북면 부구리
집단에너지,SGC에너지 #1,54529,1,54529,2008.1,열병합,역청탄,현대중공업,Siemens,Siemens,에스지씨 에너지㈜ 군산사업부문,-,집단,정회원,시장,비중앙,전북 군산시 소룡동
집단에너지,SGC에너지 #2,30540,1,30540,2009.11,열병합,역청탄,현대중공업,Siemens,Siemens,에스지씨 에너지㈜ 군산사업부문,-,집단,정회원,시장,비중앙,전북 군산시 소룡동
집단에너지,SGC에너지 #5,28500,1,28500,2017.4,열병합,유연탄,-,Siemens,Siemens,에스지씨 에너지㈜ 군산사업부문,13.8kV,집단,정회원,시장,비중앙,전북 군산시 소룡동
집단에너지,광교열병합,102588,1,102588,2012.11,열병합,LNG,-,Siemens,Siemens,지역난방공사,13.8kV,집단,정회원,시장,중앙,경기 수원시 이의동
집단에너지,광교열병합,42200,1,42200,2012.11,열병합,LNG,한국 비엔텍,Siemens,ABB,지역난방공사,13.8kV,집단,정회원,시장,중앙,경기 수원시 이의동
집단에너지,구미열병합,97100,1,97100,1991.11,열병합,유연탄*,삼성중공업,ABB,ABB,㈜GS E&R,-,집단,정회원,시장,비중앙,경북 구미시 공단 2동
집단에너지,금호여수 열병합,119130,1,119130,2009.4,열병합,유연탄,스미토모(SHI),Fingspon,Siemens,금호석유화학 ㈜,-,집단,정회원,시장,비중앙,전남 여수시 화치동
집단에너지,금호여수 열병합,144970,1,144970,2016.2,열병합,유연탄,스미토모,Siemens,Siemens,금호석유화학 ㈜,13.8kV,집단,정회원,시장,비중앙,전남 여수시 화치동
집단에너지,김천열병합,59000,1,59000,2013.4,열병합,유연탄,-,-,-,김천에너지서비스㈜,-,집단,정회원,시장,비중앙,경북 김천시 응명동
집단에너지,김포열병합 GT,229620,1,229620,2023.7,열병합,LNG,두산에너빌리티,두산에너빌리티,두산에너빌리티,서부발전㈜,22kV,집단,정회원,시장,"""""",경기 김포시 양촌읍
집단에너지,김포열병합 ST,120840,1,120840,2023.7,열병합,LNG,두산에너빌리티,두산에너빌리티,두산에너빌리티,서부발전㈜,18kV,집단,정회원,시장,"""""",경기 김포시 양촌읍
집단에너지,내포그린열병합 GT,329000,1,329000,2023.5,열병합,LNG,GE,GE,GE,내포그린에너지㈜,26kV,집단,정회원,시장,"""""",층남 예산군 삽교읍
집단에너지,내포그린열병합 ST,166000,1,166000,2023.5,열병합,LNG,GE,GE,GE,내포그린에너지㈜,18kV,집단,정회원,시장,"""""",층남 예산군 삽교읍
집단에너지,노원열병합,37000,1,37000,1994.12,열병합,LNG,두산중공업,Mitusui,Meidensha,서울에너지공사,13.8kV,집단,정회원,시장,중앙,서울 노원구 상계동
집단에너지,논현열병합,24000,1,24000,2007.10,열병합,LNG,Yoshimine 동부중공업,Shinnippon,Shinnippon,㈜미래엔 인천에너지,13.8kV,집단,정회원,시장,중앙,인천 남동구 고잔동
집단에너지,대구그린파워,239900,1,239900,2014.12,열병합,LNG,-,Siemens,Siemens,대구그린 파워㈜,23kV,집단 ,정회원,시장,중앙,대구 동구 율암동
집단에너지,대구그린파워,130800,1,130800,2014.12,열병합,LNG,BHI,Siemens,Siemens,대구그린 파워㈜,23kV,집단 ,정회원,시장,중앙,대구 동구 율암동
집단에너지,대구열병합,43500,1,43500,1997.3,열병합,중유,대우중공업,KAWASAKI,GEC. Alsthom,지역난방 공사,13.8kV,집단,정회원,시장,중앙,대구 달서구 대천동
집단에너지,대구염색,72900,1,72900,2004.2,열병합,유연탄,FCB,Siemens,Siemens,대구염색산업단지관리공단,13.8kV,집단,정회원,시장,비중앙,대구 서구 평리동
집단에너지,대구염색,0,0,0,2004.2,열병합,유연탄,FCB,Siemens,Siemens,대구염색산업단지관리공단,13.8kV,집단,정회원,시장,비중앙,대구 서구 평리동
집단에너지,대구염색,0,0,0,2004.7,열병합,유연탄,FCB,Siemens,Siemens,대구염색산업단지관리공단,13.8kV,집단,정회원,시장,비중앙,대구 서구 평리동
집단에너지,대전서남부,48300,1,48300,2011.1,열병합,LNG,신텍,KAWASAKI ,Meidensha,토지주택공사,13.8kV,집단,정회원,시장,중앙,대전 유성구 원신흥동
집단에너지,대전열병합,88000,1,88000,1997.7,열병합,LPG*,현대중공업,ABB,ABB,대전열병합 발전㈜,13.8kV,집단,정회원,시장,중앙,대전 대덕구 신일동
집단에너지,데이원열병합,48400,1,48400,2013.3,열병합,유연탄,-,-,-,데이원에너지㈜,-,집단,정회원,시장,비중앙,전남 여수시 중흥동
집단에너지,동탄열병합#1 GT,246470,1,246470,2017.11,열병합,LNG,GE PSK,두산중공업,두산중공업,지역난방공사,18kV,집단,정회원,시장,중앙,경기 화성시 동탄기흥로
집단에너지,동탄열병합#1 ST,131910,1,131910,2017.11,열병합,LNG,GE PSK,두산중공업,두산중공업,지역난방공사,17kV,집단,정회원,시장,중앙,경기 화성시 동탄기흥로
집단에너지,동탄열병합#2 GT,246470,1,246470,2017.12,열병합,LNG,GE PSK,두산중공업,두산중공업,지역난방공사,18kV,집단,정회원,시장,중앙,경기 화성시 동탄기흥로
집단에너지,동탄열병합#2 ST,131910,1,131910,2017.12,열병합,LNG,GE PSK,두산중공업,두산중공업,지역난방공사,17kV,집단,정회원,시장,중앙,경기 화성시 동탄기흥로
집단에너지,명품오산열병합,289300,1,289300,2016.2,열병합,LNG,-,MHPS,MHPS,디에스파워㈜,20kV,집단,정회원,시장,중앙,경기 오산시 누읍동
집단에너지,명품오산열병합,146800,1,146800,2016.2,열병합,LNG,세대에너택㈜,MHPS,MHPS,디에스파워㈜,18kV,집단,정회원,시장,중앙,경기 오산시 누읍동
집단에너지,목동열병합,21000,1,21000,1987.12,열병합,LNG,두산중공업,Siemens,Siemens,서울에너지공사,13.8kV,집단,정회원,시장,중앙,서울 양천구 목동
집단에너지,무림파워텍열병합,26300,1,26300,1999.4,열병합,중유,KAWASAKI 동양보일러,KAWASAKI ,KAWASAKI ,무림파워텍㈜,11kV,집단,정회원,시장,중앙,경남 진주시 상대동
집단에너지,반월열병합,83455,1,83455,1990.8,열병합,유연탄,한중,ABB,ABB,㈜GS E&R,13.8kV,집단,정회원,시장,비중앙,경기 안산시 초지동
집단에너지,반월열병합,0,0,0,1990.8,열병합,유연탄,한중 ,머큐리,IBEAL,㈜GS E&R,13.8kV,집단,정회원,시장,비중앙,경기 안산시 초지동
집단에너지,반월열병합,0,0,0,2006.5,열병합,유연탄,한중,신일본제철,ABB,㈜GS E&R,13.8kV,집단,정회원,시장,비중앙,경기 안산시 초지동
집단에너지,별내열병합,40030,2,80060,2013.7,열병합,LNG,-,Siemens,ABB,별내에너지,13.8kV,집단,정회원,시장,중앙,경기 남양주시 별내동
집단에너지,별내열병합,35350,1,35350,2013.7,열병합,LNG,Seentec,mitsui-Alstom,TMEIC,별내에너지,13.8kV,집단,정회원,시장,중앙,경기 남양주시 별내동
집단에너지,부산염색,19000,1,19000,1993.2,열병합,유연탄,대우중공업,AE&E,Jeumento-Schneider,부산패션칼라산업협동조합,-,집단,정회원,시장,비중앙,부산 사하구 신평동
집단에너지,부천복합 GT,100000,2,200000,1993.1,열병합,LNG,-,WH,BRUSH,GS파워㈜,13.8kV,집단,정회원,시장,중앙,경기 부천시 삼정동
집단에너지,부천복합 GT,100000,1,100000,1993.2,열병합,LNG,-,WH,BRUSH,GS파워㈜,13.8kV,집단,정회원,시장,중앙,경기 부천시 삼정동
집단에너지,부천복합 ST,150000,1,150000,1993.11,열병합,LNG,MHI,MHI,WH,GS파워㈜,18kV,집단,정회원,시장,중앙,경기 부천시 삼정동
집단에너지,상공에너지열병합,9800,1,9800,2012.3,열병합,유연탄,-,-,-,㈜상공에너지,-,집단,정회원,시장,비중앙,전북 익산시 용제동
집단에너지,새만금열병합,151500,1,151500,2015.10,열병합,유연탄,두산중공업,두산중공업,두산중공업,OCI SE,17kV,집단,정회원,시장,비중앙,전북 군산시 오식도동
집단에너지,새만금열병합,151500,1,151500,2015.11,열병합,유연탄,두산중공업,두산중공업,두산중공업,OCI SE,17kV,집단,정회원,시장,비중앙,전북 군산시 오식도동
집단에너지,세종열병합,167104,2,334208,2013.11,열병합,LNG,-,두산중공업,두산중공업,중부발전㈜,18kV,집단,정회원,시장,중앙,세종시 가람동
집단에너지,세종열병합,196233,1,196233,2013.11,열병합,LNG,두산중공업,두산중공업,두산중공업,중부발전㈜,18kV,집단,정회원,시장,중앙,세종시 가람동
집단에너지,송도열병합,67450,2,134900,2010.4,열병합,LNG,세대에너텍,GE,GE,인천종합 에너지㈜,13.8kV,집단,정회원,시장,중앙,인천 연수구 송도동
집단에너지,송도열병합,52400,1,52400,2010.4,열병합,LNG,세대에너텍,GE,MHI,인천종합 에너지㈜,13.8kV,집단,정회원,시장,중앙,인천 연수구 송도동
집단에너지,수완에너지,40033,2,80066,2010.4(2013.3),열병합,LNG,-,Siemens,ABB,수완에너지㈜,13.8kV,집단,정회원,시장,중앙,광주 광산구 수완동
집단에너지,수완에너지,35180,1,35180,2010.4(2013.3),열병합,LNG,신텍,Mitsui,Melco,수완에너지㈜,13.8kV,집단,정회원,시장,중앙,광주 광산구 수완동
집단에너지,수원열병합,43200,1,43200,1997.12,열병합,중유,삼강수기,MHI,삼성중공업,지역난방 공사,13.8kV,집단,정회원,시장,중앙,경기 수원시 팔달구 영통동
집단에너지,신세종열병합 GT,395400,1,395400,2024.6,열병합,LNG,GE,GE,GE,남부발전(주),26kV,집단,정회원,시장,"""""",충남 세종시 누리동
집단에너지,신세종열병합 ST,201800,1,201800,2024.6,열병합,LNG,GE,두산에너빌리티,두산에너빌리티,남부발전(주),19kV,집단,정회원,시장,"""""",충남 세종시 누리동
집단에너지,신정열병합,6000,1,6000,2011.8,열병합,LNG,-,캐터필러,-,서울에너지공사,6.6kV,집단,정회원,시장,비중앙,서울 양천구 신월동
집단에너지,아산배방열병합,39650,2,79300,2011.1(2014.10),열병합,LNG,한국BNTC,Siemens,ABB,토지주택공사,13.8kV,집단 ,정회원,시장,중앙,충남 아산시 배방읍
집단에너지,아산배방열병합,22400,1,22400,2011.1(2014.10),열병합,LNG,"""""",SHINNIPPONMACHINERY,MEIDENSHA,토지주택공사,13.8kV,집단 ,정회원,시장,중앙,충남 아산시 배방읍
집단에너지,안산열병합,60000,1,60000,2001.7,열병합,LNG,대우,MHI,Alstom,안산 도시개발,13.8kV,집단,정회원,시장,중앙,경기 안산시 초지동
집단에너지,안양열병합#2-1 GT,320720,1,320720,2018.5,열병합,LNG,BHI,GE,GE,GS파워㈜,-,집단,정회원,시장,중앙,경기 안양시 평촌동
집단에너지,안양열병합#2-1 ST,160970,1,160970,2018.5,열병합,LNG,BHI,GE,GE,GS파워㈜,-,집단,정회원,시장,중앙,경기 안양시 평촌동
집단에너지,안양열병합#2-2 GT,320720,1,320720,2021.12,열병합,LNG,BHI,GE,GE,GS파워㈜,25kV,집단,정회원,시장,중앙,경기 안양시 평촌동
집단에너지,안양열병합#2-2 ST,160970,1,160970,2021.12,열병합,LNG,BHI,GE,GE,GS파워㈜,12kV,집단,정회원,시장,중앙,경기 안양시 평촌동
집단에너지,양산열병합 GT,78012,1,78012,2023.8,열병합,LNG,BHI,GE,GE,지역난방공사,13.8kV,집단,정회원,시장,"""""",경남 양산시 동면
집단에너지,양산열병합 ST,40960,1,40960,2023.8,열병합,LNG,BHI,Siemens,Siemens,지역난방공사,13.8kV,집단,정회원,시장,"""""",경남 양산시 동면
집단에너지,양주열병합,165000,2,330000,2014.4,열병합,LNG,-,두산중공업,두산중공업,대륜발전㈜,18kV,집단,정회원,시장,중앙,경기 양주시 옥정동
집단에너지,양주열병합,194300,1,194300,2014.4,열병합,LNG,두산중공업,두산중공업,두산중공업,대륜발전㈜,18kV,집단,정회원,시장,중앙,경기 양주시 옥정동
집단에너지,위례열병합,270400,1,270400,2017.4,열병합,LNG,Siemens,Siemens,Siemens,위례에너지서비스㈜,23kV,집단,정회원,시장,중앙,경기 하남시 위례대로4길
집단에너지,위례열병합,142200,1,142200,2017.4,열병합,LNG,Siemens,Siemens,Siemens,위례에너지서비스㈜,23kV,집단,정회원,시장,중앙,경기 하남시 위례대로4길
집단에너지,인천공항,47000,2,94000,2001.3,열병합,LNG,-,WH(GT),BRUSH,인천공항 에너지㈜,-,집단,정회원,시장,중앙,인천 중구 운서동
집단에너지,인천공항,33000,1,33000,2001.3,열병합,LNG,현대중공업,MHI(ST),Meidensha,인천공항 에너지㈜,-,집단,정회원,시장,중앙,인천 중구 운서동
집단에너지,전북집단 에너지,19000,1,19000,1992.4,열병합,유연탄,KAWASAKI ,KAWASAKI ,KAWASAKI ,전북집단 에너지㈜,-,집단,정회원,시장,비중앙,전북 익산시 신흥동
집단에너지,청주열병합,58300,1,58300,2000.10,열병합,중유,현대중공업,MHI,Melco,지역난방 공사,13.8kV,집단,정회원,시장,중앙,충북 청주시 흥덕구 죽림동
집단에너지,춘천열병합,287800,1,287800,2017.5,열병합,LNG,-,MHPS,MELCO,춘천에너지㈜,21kV,집단,정회원,시장,중앙,강원 춘천시 동산면
집단에너지,춘천열병합,143400,1,143400,2017.5,열병합,LNG,BHI,MHPS,MELCO,춘천에너지㈜,21kV,집단,정회원,시장,중앙,강원 춘천시 동산면
집단에너지,파주열병합,163400,2,326800,2011.1,열병합,LNG,-,MHI,Melco,지역난방공사,-,집단,정회원,시장,중앙,경기 파주시 교하읍
집단에너지,파주열병합,188700,1,188700,2011.1,열병합,LNG,범우중공업,MHI,Melco,지역난방공사,-,집단,정회원,시장,중앙,경기 파주시 교하읍
집단에너지,판교열병합,77863,1,77863,2010.10,열병합,LNG,대경기계기술,GE,GE,지역난방공사,13.8kV,집단,정회원,시장,중앙,경기 성남시 판교동
집단에너지,판교열병합,68451,1,68451,2010.10,열병합,LNG,대경기계기술,Mitsui,Melco,지역난방공사,13.8kV,집단,정회원,시장,중앙,경기 성남시 판교동
집단에너지,포천그린 에너지,169900,1,169900,2018.5,열병합,유연탄,신텍,Siemens,Siemens,지에스포천그린에너지,16.8kV,집단,정회원,시장,비중앙,경기 포천시 신북면
집단에너지,하남열병합,240750,1,240750,2015.10,열병합,LNG,두산중공업,두산중공업,두산중공업,나래에너지 서비스㈜,18kV,집단,정회원,시장,중앙,경기 하남시 풍산동
집단에너지,하남열병합,123061,1,123061,2015.10,열병합,LNG,두산중공업,두산중공업,두산중공업,나래에너지 서비스㈜,18kV,집단,정회원,시장,중앙,경기 하남시 풍산동
집단에너지,화성열병합,160800,2,321600,2007.11,열병합,LNG,-,MHI,-,지역난방 공사,18kV,집단,정회원,시장,중앙,경기 화성시 동탄면 
집단에너지,화성열병합,190200,1,190200,2007.11,열병합,LNG,"""""","""""","""""",지역난방 공사,16.5kV,집단,정회원,시장,중앙,경기 화성시 동탄면 
