발전원,발전소명,단위용량,대수,용량,준공,형식,연료,"보일러(NSSS)
제작사","터빈(수차)
제작사",발전기 제작사,발전회사,정격전압,용도별,회원,시장,급전,"소재지 및
주요생산품목(상용자가)"
수력,고수,99,1,99,2018.1,소수력,소수력,-,금성E&C,금성E&C,농어촌공사,"""""",사업용,정회원,시장,비중앙,전북 고창군 고창읍
수력,공주보,3000,1,3000,2011.12,소수력,소수력,-,Gugler,현대중공업,수자원공사,"""""",사업용,정회원,시장,비중앙,충남 공주시 우성면
수력,광주호,240,1,240,2013.1,소수력,소수력,-,대양수력,대양수력,농어촌공사,"""""",사업용,정회원,시장,비중앙,전남 담양군 고서면
수력,광천,450,1,450,1992.1,소수력,소수력,-,Dependable(캐),Dependable(캐),수자원공사,"""""",사업용,정회원,시장,비중앙,전남 순천시 주암면
수력,괴산,2600,1,2600,1957.2,소수력,소수력,-,James Leffel,GE,한수원,"""""",사업용,정회원,시장,비중앙,충북 괴산군 칠성면(남한강수계 남한강 칠성호)
수력,구만,170,1,170,2014.5,소수력,소수력,-,대양수력,대양수력,농어촌공사,"""""",사업용,정회원,시장,비중앙,전남 구례군 광의면
수력,구미보,3000,1,3000,2011.12,소수력,소수력,-,Gugler,효성중공업,수자원공사,"""""",사업용,정회원,시장,비중앙,경북 구미시 해평면
수력,군위댐,500,1,500,2010.10,소수력,소수력,-,대양전기,대양전기,수자원공사,"""""",사업용,정회원,시장,비중앙,경북 군위군 고로면
수력,궁평,180,1,180,2012.10,소수력,소수력,-,-,-,-,"""""",사업용,비회원,시장외,비중앙,충남 아산시 송악면
수력,극동,1500,1,1500,2011.8,소수력,소수력,-,Ossberger,Ossberger,극동소수력,"""""",사업용,정회원,시장,비중앙,전북 정읍시 산외면
수력,극동제2,750,1,750,2013.4,소수력,소수력,-,중경화소수력,중경샤이리멍,(유)극동제2소수력발전소,"""""",사업용,정회원,시장,비중앙,전북 정읍시 산외면
수력,금강,1350,1,1350,1988.3,소수력,소수력,-,ACEC,현대중공업,㈜크린에너지,"""""",사업용,정회원,시장,비중앙,충북 옥천군 동이면
수력,금계,280,1,280,2014.4,소수력,소수력,-,대양수력,대양수력,농어촌공사,"""""",사업용,비회원,시장외,비중앙,경북 영주시 풍기읍
수력,낙단보,3000,1,3000,2012.6,소수력,소수력,-,Mavel,효성중공업,수자원공사,"""""",사업용,정회원,시장,비중앙,경북 의성군 단밀면
수력,낙덕,60,1,60,2014.4,소수력,소수력,-,대양전기,대양전기,농어촌공사,"""""",사업용,비회원,시장외,비중앙,전북 순창군 복흥면
수력,남강,18000,1,18000,1998.10,소수력,소수력,-,Alsthom,Alsthom,수자원공사,-,사업용,정회원,시장,비중앙,경남 진주시 내동면(낙동강수계 남강 진양호)
수력,남강수력,9000,1,9000,2021.10,수력,수력,-,Andritz,Andritz,수자원공사,6.6kV,사업용,정회원,시장,비중앙,경남 진주시 내동면
수력,남강수력,9000,1,9000,2021.10,수력,수력,-,Andritz,Andritz,수자원공사,6.6kV,사업용,정회원,시장,비중앙,경남 진주시 내동면
수력,노량진,300,1,300,2013.12,소수력,소수력,-,ANDRITZ,SIEMENS,서울시상하수도,"""""",사업용,비회원,시장외,비중앙,서울 동작구 노량진동
수력,농어촌공사,490,1,490,2010.10,소수력,소수력,-,-,-,농어촌공사,"""""",사업용,비회원,시장외,비중앙,충남 보령시 죽정동
수력,단양수중보,2400,1,2400,2019.6,소수력,소수력,-,대양수력,대양수력,수자원공사,"""""",사업용,정회원,시장,비중앙,충북 단양군 단성면
수력,달방,170,1,170,2007.2,소수력,소수력,-,대양전기,대양전기,수자원공사,"""""",사업용,정회원,시장,비중앙,강원 동해시 이로동
수력,달성보,2856,1,2856,2012.6,소수력,소수력,-,Andritz,Andritz,수자원공사,"""""",사업용,정회원,시장,비중앙,경북 고령군 개진면
수력,담양,1274,1,1274,2007.5,소수력,소수력,-,대양전기,대양전기,농어촌공사,"""""",사업용,정회원,시장,비중앙,전남 담양군 금성면
수력,당진화력 소수력#1,4998,1,4998,2010.5,소수력,소수력,-,대양전기,대양전기,동서발전,"""""",사업용,정회원,시장,비중앙,충남 당진시 석문면
수력,당진화력 소수력#2,3200,1,3200,2014.8,소수력,소수력,-,harbin electricity machinery,harbin electricity machinery,동서발전,"""""",사업용,정회원,시장,비중앙,충남 당진시 석문면
수력,대곡,300,1,300,2005.6,소수력,소수력,-,대양전기,대양전기,수자원공사,"""""",사업용,정회원,시장,비중앙,울산 울주군 두동면
수력,대아,3000,1,3000,1993.6,소수력,소수력,-,대양전기,대양전기,농어촌공사,"""""",사업용,정회원,시장,비중앙,전남 순천시 주안면
수력,대아,0,0,0,1994.5,소수력,소수력,-,대양전기,대양전기,농어촌공사,"""""",사업용,정회원,시장,비중앙,전남 순천시 주안면
수력,대청 ,45000,1,45000,1980.11,수력,수력,-,Toshiba,Toshiba,수자원공사,13.2kV,사업용,정회원,시장,중앙,충북 청원군 문의면(금강본류 대청호)
수력,대청 ,45000,1,45000,1980.11,수력,수력,-,Toshiba,Toshiba,수자원공사,13.2kV,사업용,정회원,시장,중앙,충북 청원군 문의면(금강본류 대청호)
수력,대청댐#1,800,1,800,2008.6,소수력,소수력,-,대양전기,대양전기,수자원공사,"""""",사업용,정회원,시장,비중앙,충북 청원군 현도면
수력,대청댐2,900,1,900,2017.12,소수력,소수력,-,대양수력,대양수력,수자원공사,"""""",사업용,정회원,시장,비중앙,충북 청주시 상당구
수력,덕남정수장,270,1,270,2014.5,소수력,소수력,-,대양수력,효성중공업,GS 파워㈜,"""""",사업용,정회원,시장,비중앙,광주 남구 덕남1길
수력,동상,590,1,590,2012.10,소수력,소수력,-,-,-,농어촌공사,"""""",사업용,정회원,시장,비중앙,전북 완주군 동상면
수력,동화댐,1000,1,1000,2005.5,소수력,소수력,-,대양전기,대양전기,농어촌공사,"""""",사업용,정회원,시장,비중앙,전북 장수군 번안면
수력,동화정수장,120,1,120,2015.10,소수력,소수력,-,대양수력,대양수력,수자원공사,"""""",사업용,정회원,시장,비중앙,전북 장수군 번암면
수력,맹동,360,1,360,2016.4,소수력,소수력,-,금성E&C,금성E&C,농어촌공사,"""""",사업용,정회원,시장,비중앙,충북 음성군 맹동면
수력,무주양수 소수력,400,1,400,2003.4,소수력,소수력,-,대양전기,대양전기,한수원,"""""",사업용,정회원,시장,비중앙,전북 무주군 적상면
수력,물야,410,1,410,2011.12,소수력,소수력,-,-,-,-,"""""",사업용,비회원,시장외,비중앙,경북 봉화군 물야면
수력,밀양,1300,1,1300,2001.10,소수력,소수력,-,대양전기,대양전기,수자원공사,"""""",사업용,정회원,시장,비중앙,경남 밀양시 산외면
수력,반변,1060,1,1060,1996.10,소수력,소수력,-,FLYGT,FLYGT,수자원공사,"""""",사업용,정회원,시장,비중앙,경북 안동시 임하면
수력,방우리,2120,1,2120,1987.3,소수력,소수력,-,FLYGT,FLYGT,㈜청풍에너지,"""""",사업용,정회원,시장,비중앙,충남 금산군 부리면
수력,백곡,430,1,430,2007.5,소수력,소수력,-,대양전기,대양전기,농어촌공사,"""""",사업용,정회원,시장,비중앙,충북 진천군 진천읍
수력,백운제,160,1,160,2014.5,소수력,소수력,-,대양수력,대양수력,농어촌공사,"""""",사업용,정회원,시장,비중앙,전남 광양시 지실길
수력,백제보,2640,1,2640,2011.12,소수력,소수력,-,Gugler,현대중공업,수자원공사,"""""",사업용,정회원,시장,비중앙,충남 부여군 부여읍
수력,보령,145,1,145,1997.12,소수력,소수력,-,Dependable(캐),Marathon(미),수자원공사,"""""",사업용,정회원,시장,비중앙,충남 보령시 미산면
수력,보령,556,1,556,1999.3,소수력,소수력,"""""",ABB,ABB,수자원공사,"""""",사업용,정회원,시장,비중앙,충남 보령시 미산면
수력,보령화력 소수력#1,5000,1,5000,2009.7,소수력,소수력,-,대양전기,대양전기,중부발전,"""""",사업용,정회원,시장,비중앙,충남 보령시 오천면
수력,보령화력 소수력#2,2500,1,2500,2008.6,소수력,소수력,-,대양전기,대양전기,중부발전,"""""",사업용,정회원,시장,비중앙,충남 보령군 오천면 오포
수력,보성*,1100,1,1100,2009.5,소수력,소수력,-,-,-,대한수력발전(주),"""""",사업용,정회원,시장,비중앙,전남 보성군 득량면
수력,보성강,4500,1,4500,1990.5,소수력,소수력,-,Fuji,한중,한수원,"""""",사업용,정회원,시장,비중앙,전남 보성군 득량면(섬진강수계 보성강 보성저수지)
수력,보청,350,1,350,2016.5,소수력,소수력,-,TINK,MARELLI,희도전력㈜,"""""",사업용,정회원,시장,비중앙,충북 보은군 수한면
수력,보현산댐,170,1,170,2017.5,소수력,소수력,-,-,-,수자원공사,"""""",사업용,정회원,시장,비중앙,경북 영천시 화북면
수력,봉화,2100,1,2100,1988.9,소수력,소수력,-,Obermeyer,현대중전기,㈜크린에너지,"""""",사업용,정회원,시장,비중앙,충북 봉화군 명호면
수력,봉화,0,0,0,2011.1,소수력,소수력,-,Obermeyer,현대중전기,㈜크린에너지,"""""",사업용,정회원,시장,비중앙,충북 봉화군 명호면
수력,부안,193,1,193,1998.6,소수력,소수력,-,Dependable(캐),Marathon(미),수자원공사,"""""",사업용,정회원,시장,비중앙,전북 부안군 변산면
수력,부항댐,600,1,600,2013.10,소수력,소수력,-,대양수력,대양수력,수자원공사,"""""",사업용,정회원,시장,비중앙,경북 김천시 지례면
수력,북평해양수력,4872,1,4872,2016.1,소수력,소수력,-,진런(중국),효성,㈜GS,"""""",사업용,정회원,시장,비중앙,강원 동해시 공단4로
수력,산내,820,1,820,1989.9,소수력,소수력,-,British Columbia,이천전기,산내소수력 발전소,"""""",사업용,정회원,시장,비중앙,전북 남원시 산내면
수력,산청소수력*,995,1,995,2001.12,소수력,소수력,-,두산중공업,두산중공업,한수원,"""""",사업용,정회원,시장,비중앙,경남 산청군 시천면
수력,산청소수력*,0,0,0,2010.11,소수력,소수력,-,ALSTOM,ALSTOM,한수원,"""""",사업용,정회원,시장,비중앙,경남 산청군 시천면
수력,삼척그린파워 해양소수력,2750,1,2750,2017.8,소수력,소수력,-,대양수력,CG Electric Systems Hungary Zrt,남부발전,"""""",사업용,정회원,시장,비중앙,강원 삼척시 원덕읍
수력,삼척화력 소수력,5000,1,5000,2023.10,소수력,소수력,-,-,-,-,"""""",사업용,정회원,시장,비중앙,강원 삼척시 적노동
수력,삼천포 해양,5000,1,5000,2007.2,소수력,소수력,-,독일 Ossberger,독일 Flender-Loher,남동발전,"""""",사업용,정회원,시장,비중앙,경남 고성군 하이면
수력,삿갓보,400,1,400,2011.8,소수력,소수력,-,대양수력,대양수력,농어촌공사,"""""",사업용,정회원,시장,비중앙,전북 정읍시 응동면
수력,상주보,3000,1,3000,2012.6,소수력,소수력,-,Andritz,Andritz,수자원공사,"""""",사업용,정회원,시장,비중앙,경북 상주시 중동면
수력,서리보,1500,1,1500,2010.10,소수력,소수력,-,대양전기,대양전기,인제군청,"""""",사업용,정회원,시장,비중앙,강원 인제군 기린면
수력,서포,350,1,350,2014.9,소수력,소수력,-,금성E&C,한성중공업,농어촌공사,"""""",사업용,정회원,시장,비중앙,전북 군산시 개정면
수력,섬진강댐,1650,1,1650,2016.7,소수력,소수력,-,GEA,효성,수자원공사,"""""",사업용,정회원,시장,비중앙,전북 임실군 강진면
수력,성남,340,1,340,2004.12,소수력,소수력,-,대양전기,대양전기,수자원공사,"""""",사업용,정회원,시장,비중앙,경기 성남시 수정구
수력,성남 제2소수력,360,1,360,2008.12,소수력,소수력,-,신한정공,효성중공업,수자원공사,"""""",사업용,정회원,시장,비중앙,경기 성남시 수정구
수력,성덕댐,230,1,230,2014.9,소수력,소수력,-,GEA,ADDA,수자원공사,"""""",사업용,정회원,시장,비중앙,경북 청송군 안덕면
수력,성주,1800,1,1800,1999.9,소수력,소수력,-,대양전기,대양전기,㈜성주발전,"""""",사업용,정회원,시장,비중앙,경북 성주군 가천면
수력,세종보,2310,1,2310,2011.8,소수력,소수력,-,Gugler,현대중공업,수자원공사,"""""",사업용,정회원,시장,비중앙,세종 연기면
수력,소양강,100000,2,200000,1973.10,수력,수력,-,Fuji,Fuji,수자원공사,15.4kV,사업용,정회원,시장,중앙,강원 춘천시 신북읍(한강수계 소양강 소양호)
수력,소천,2400,1,2400,1987.7,소수력,소수력,-,FLYGT,FLYGT,㈜한여울,"""""",사업용,정회원,시장,비중앙,경북 봉화군 소천면
수력,소향,3000,1,3000,2018.12,소수력,소수력,-,TINK,MARELLI,농어촌공사,"""""",사업용,정회원,시장,비중앙,전주 완주군 고산면
수력,솔향강릉,340,1,340,2011.12,소수력,소수력,-,-,-,-,"""""",사업용,비회원,시장외,비중앙,강원 강릉시 홍제동
수력,승촌보,800,1,800,2011.12,소수력,소수력,-,Mavel,효성중공업,수자원공사,"""""",사업용,정회원,시장,비중앙,광주 남구 승촌동
수력,신보령,5000,1,5000,2016.10,소수력,소수력,-,대양수력,대양수력,중부발전,"""""",사업용,정회원,시장,비중앙,충남 보령시 주교면
수력,신서천화력소수력,2586,1,2586,2021.6,소수력,소수력,-,GUGLER Water Turbine,효성,중부발전,"""""",사업용,정회원,시장,비중앙,충남 서천군 서면
수력,안계,990,1,990,2013.2,소수력,소수력,-,ossberger,효성중공업,수자원공사,"""""",사업용,정회원,시장,비중앙,경북 경주시 강동면
수력,안동,45000,2,90000,1976.10,수력,수력,-,Deriaz,Fuji,수자원공사,11kV,사업용,정회원,시장,중앙,경북 안동시 성곡동(낙동강본류 안동호)
수력,안동소수력,1500,1,1500,2003.9,소수력,소수력,-,대양전기,대양전기,수자원공사,"""""",사업용,정회원,시장,비중앙,경북 안동시 성곡동
수력,애플에너지,2800,1,2800,2014.9,소수력,소수력,-,-,-,애플에너지,"""""",사업용,정회원,시장,비중앙,강원 정선군 정선읍
수력,양양양수 소수력,1400,1,1400,2005.8,소수력,소수력,-,대양전기,대양전기,한수원,"""""",사업용,정회원,시장,비중앙,강원 양양군 서면
수력,양양양수 신소수력,150,1,150,2020.12,소수력,소수력,-,금성E&C,금성E&C,한수원,"""""",사업용,정회원,시장,비중앙,충북 단양군 단성면
수력,어승생,287,1,287,2020.8,소수력,소수력,-,-,-,제주도청,"""""",사업용,정회원,시장,비중앙,제주 제주시 해안동
수력,여주보,4950,1,4950,2012.3,소수력,소수력,-,Andritz,Andritz,수자원공사,"""""",사업용,정회원,시장,비중앙,경기 여주시 능서면
수력,영주댐,5000,1,5000,2016.8,소수력,소수력,-,대양수력,대양수력,수자원공사,"""""",사업용,정회원,시장,비중앙,경북 영주시 평은면
수력,영천,1000,1,1000,2001.8,소수력,소수력,-,대양전기,대양전기,수자원공사,"""""",사업용,정회원,시장,비중앙,경북 영천시 임고면
수력,영흥해양#1,3000,1,3000,2008.3,소수력,소수력,-,캐슬러,TES(체코),남동발전,"""""",사업용,정회원,시장,비중앙,인천 옹진군 영흥면
수력,영흥해양#2,4599,1,4599,2011.9,소수력,소수력,-,하이드로 에너지,현대중공업,남동발전,"""""",사업용,정회원,시장,비중앙,인천 옹진군 영흥면
수력,영흥해양#3,5000,1,5000,2014.5,소수력,소수력,-,Hydro-energy,효성중공업,남동발전,"""""",사업용,정회원,시장,비중앙,인천 옹진군 영흥면
수력,예당,480,1,480,2012.10,소수력,소수력,-,-,-,-,"""""",사업용,비회원,시장외,비중앙,충남 예산군 응봉면
수력,예천소수력,900,1,900,2011.12,소수력,소수력,-,-,-,한수원,"""""",사업용,정회원,시장,비중앙,경북 예천군
수력,예천양수미니소수력,25,1,25,2018.8,소수력,소수력,-,-,-,한수원,"""""",사업용,비회원,시장외,비중앙,경북 예천군 은풍면
수력,오봉지구,530,1,530,2012.6,소수력,소수력,-,-,-,-,"""""",사업용,비회원,시장외,비중앙,강원 강릉시 성산면
수력,용담,2300,1,6230,2001.9,소수력,소수력,-,Fuji,Fuji,수자원공사,"""""",사업용,정회원,시장,비중앙,전북 진안군 용담면
수력,용담,1800,1,6230,2004.12,소수력,소수력,-,Fuji,현대중공업,수자원공사,"""""",사업용,정회원,시장,비중앙,전북 진안군 용담면
수력,용담,2130,1,6230,2020.4,소수력,소수력,-,OriEngine,효성,수자원공사,"""""",사업용,정회원,시장,비중앙,전북 진안군 안천면
수력,용담1수력,11050,2,22100,2001.9,수력,수력,-,Fuji,Fuji,수자원공사,13.8kV,사업용,정회원,시장,중앙,전북 진안군 용담면
수력,용담고산#1,800,1,800,2016.7,소수력,소수력,-,WKV,한성중공업,수자원공사,"""""",사업용,정회원,시장,비중앙,전북 완주군 고산면
수력,용림,600,1,600,2011.12,소수력,소수력,-,대양수력,대양수력,농어촌공사,"""""",사업용,정회원,시장,비중앙,전북 장수군 장수읍
수력,용연 정수장,760,1,760,2016.6,소수력,소수력,-,대양수력,대양수력,GS 파워㈜,"""""",사업용,정회원,시장,비중앙,광주 동구 용연동
수력,운문,360,1,360,1998.10,소수력,소수력,-,대양전기,대양전기,수자원공사,"""""",사업용,정회원,시장,비중앙,경북 청도군 운문면
수력,운서보,400,1,400,2014.9,소수력,소수력,-,Tink,Marelli,함양군청,"""""",사업용,정회원,시장,비중앙,경남 함양군 휴천면
수력,원정수,600,1,600,2007.5,소수력,소수력,-,대양전기,대양전기,㈜포스코,"""""",사업용,정회원,시장,비중앙,전남 광양시 금호동
수력,원통보,200,1,200,2011.8,소수력,소수력,-,대양수력,대양수력,인제군청,"""""",사업용,정회원,시장,비중앙,강원 인제군 북면
수력,율현,560,1,560,2008.10,소수력,소수력,-,-,-,농어촌공사,"""""",사업용,정회원,시장,비중앙,경남 산청군 신동면
수력,읍애,177,1,177,2020.12,소수력,소수력,-,TINK,MARELLI,수자원공사,"""""",사업용,정회원,시장,비중앙,전남 화순군 동복면
수력,의암,24000,2,48000,1967.8,수력,수력,-,Toshiba,Toshiba,한수원,11kV,사업용,정회원,시장,중앙,강원 춘천시 신동면(한강수계 북한강 의암호)
수력,이포보,3000,1,3000,2011.12,소수력,소수력,-,Mavel,현대중공업,수자원공사,"""""",사업용,정회원,시장,비중앙,경기 여주군 금사면
수력,일산정수장,250,1,250,2017.6,소수력,소수력,-,구글러,효성,수자원공사,"""""",사업용,정회원,시장,비중앙,경기 고양시 덕양구
수력,임기,1200,1,1200,1986.8,소수력,소수력,-,대양전기,대양전기,대동기업㈜,"""""",사업용,정회원,시장,비중앙,경북 봉화군 소천면
수력,임하,25000,2,50000,1992.7,수력,수력,-,Voest,Elin,수자원공사,11kV,사업용,정회원,시장,중앙,경북 안동시 임하면(낙동가지류 반변천 임하호)
수력,자인정,65,1,65,2012.12,소수력,소수력,-,대양수력,효성중공업,수자원공사,"""""",사업용,정회원,시장,비중앙,경북 경산시 자인면
수력,장성,1392,1,1392,2013.7,소수력,소수력,-,금전기업,일진전기,농어촌공사,"""""",사업용,정회원,시장,비중앙,전남 장성군 장성읍
수력,장흥,800,1,800,2005.12,소수력,소수력,-,대양전기,대양전기,수자원공사,"""""",사업용,정회원,시장,비중앙,전남 장흥군 부산면
수력,정선(봉정),1920,1,1920,1993.5,소수력,소수력,-,FLYGT,FLYGT,㈜정선소수력,"""""",사업용,정회원,시장,비중앙,강원 정선군 북면
수력,정우#2,75,1,75,2013.7,소수력,소수력,-,금성E&C,일진전기,농어촌공사,"""""",사업용,정회원,시장,비중앙,전북 정읍시 정우면
수력,주암,11250,2,22500,1991.4,수력,수력,-,대우중공업,Toshiba,수자원공사,6.6kV,사업용,정회원,시장,중앙,전남 순천시 주암면(섬진강수계 보성강 주암호)
수력,주암,1000,1,1000,2007.5,소수력,소수력,-,대양전기,대양전기,수자원공사,"""""",사업용,정회원,시장,비중앙,전남 순천시 주암면
수력,주암 역조정지댐,55,1,55,2012.11,소수력,소수력,-,금성E&C,현대중공업,수자원공사,"""""",사업용,정회원,시장,비중앙,전남 순천시 상사면
수력,죽산보,1220,1,1220,2011.12,소수력,소수력,-,Gugler,현대중공업,수자원공사,"""""",사업용,정회원,시장,비중앙,전북 나주시 다시면
수력,죽전,190,1,190,2014.6,소수력,소수력,-,대양수력,대양수력,농어촌공사,"""""",사업용,정회원,시장,비중앙,경남 합천군 가야면
수력,청평,19800,2,39600,1943.7～10,수력,수력,-,Hitachi,Hitachi,한수원,11kV,사업용,정회원,시장,중앙,경기 가평군 외서면(한강수계 북한강 청평호)
수력,청평,40500,1,40500,1968.4,수력,수력,-,Fuji,Fuji,한수원,11kV,사업용,정회원,시장,중앙,경기 가평군 외서면(한강수계 북한강 청평호)
수력,청평,60000,1,60000,2011.12,수력,수력,-,Fuji,Fuji,한수원,13.8kV,사업용,정회원,시장,중앙,경기 가평군 외서면(한강수계 북한강 청평호)
수력,춘천,31140,1,31140,1965.1,수력,수력,-,Toshiba,Toshiba,한수원,11kV,사업용,정회원,시장,중앙,강원 춘천시 신북읍/(한강수계 북한강 춘천호)
수력,춘천,31140,1,31140,1965.2,수력,수력,-,Toshiba,Toshiba,한수원,11kV,사업용,정회원,시장,중앙,강원 춘천시 신북읍/(한강수계 북한강 춘천호)
수력,충주,100000,2,200000,1985.5,수력,수력,-,Toshiba,Toshiba,수자원공사,13.8kV,사업용,정회원,시장,중앙,충북 충주시 동량면(한강수계 남한강 충주호)
수력,충주,100000,2,200000,1985.5,수력,수력,-,Toshiba,Toshiba,수자원공사,13.8kV,사업용,정회원,시장,중앙,충북 충주시 동량면(한강수계 남한강 충주호)
수력,충주,6000,1,6000,1985.7,수력,수력,-,Fuji,Fuji,수자원공사,13.8kV,사업용,정회원,시장,중앙,충북 충주시 동량면(한강수계 남한강 충주호)
수력,충주,6000,1,6000,1985.7,수력,수력,-,Fuji,Fuji,수자원공사,13.8kV,사업용,정회원,시장,중앙,충북 충주시 동량면(한강수계 남한강 충주호)
수력,충주3수력,5000,1,5000,2021.09,수력,수력,-,LITOSTROJ POWER,LITOSTROJ POWER,수자원공사,6.6kV,사업용,정회원,시장,비중앙,충북 충주시 금가면
수력,칠곡보,3000,1,3000,2012.6,소수력,소수력,-,Andritz,Andritz,수자원공사,"""""",사업용,정회원,시장,비중앙,경북 칠곡군 석적읍
수력,칠보,14400,1,14400,1945.4,수력,수력,-,MHI,MHI,한수원,11kV,사업용,정회원,시장,중앙,전북 정읍시 칠보면(섬진강수계 섬진강옥정호)
수력,칠보,14400,1,14600,1965.12,수력,수력,-,MHI,MHI,한수원,11kV,사업용,정회원,시장,중앙,전북 정읍시 칠보면(섬진강수계 섬진강옥정호)
수력,칠보,6000,1,6000,1985.3,수력,수력,-,MHI,MHI,한수원,11kV,사업용,정회원,시장,중앙,전북 정읍시 칠보면(섬진강수계 섬진강옥정호)
수력,탑정,320,1,320,2010.10,소수력,소수력,-,-,-,탑정,"""""",사업용,비회원,시장외,비중앙,충남 논산시 부적면
수력,태안 소수력#1,2200,1,2200,2008.6,소수력,소수력,수차: 대양전기,수문: 두산중공업,두산중공업,서부발전,"""""",사업용,정회원,시장,비중앙,충남 태안군 원북면
수력,태안 소수력#2,5000,1,5000,2021.5,소수력,소수력,-,삼영엠텍,효성,서부발전,"""""",사업용,정회원,시장,비중앙,충남 태안군 원북면
수력,토평,45,1,45,2011.12,소수력,소수력,-,-,-,한수원,"""""",사업용,비회원,시장외,비중앙,경기 구리시 수택동
수력,판교가압장,200,1,200,2011.8,소수력,소수력,-,Gugler,효성중공업,수자원공사,"""""",사업용,정회원,시장,비중앙,경기 성남시 분당구
수력,팔당,30000,4,120000,1973.12,수력,수력,-,CREUSOT LOIRE,JEUMONT SCHNEIDER,한수원,6kV,사업용,정회원,시장,중앙,경기 남양주시 조안면(한강수계 북한강 팔당호)
수력,하동호,825,1,825,2006.6,소수력,소수력,-,대양전기,대양전기,농어촌공사,"""""",사업용,정회원,시장,비중앙,경남 하동군 청암면
수력,한국해양 울돌목조류,1000,1,1000,2009.5,신재생,해양 에너지,-,-,-,한국해양과학기술원,"""""",사업용,정회원,시장,비중앙,전남 진도군 군내면
수력,한석,2214,1,,1989.4,소수력,소수력,-,Omy사,현대중공업,㈜한석에너지,"""""",사업용,정회원,시장,비중앙,충북 단양군 영춘면
수력,함안보,5000,1,5000,2012.3,소수력,소수력,-,Andritz,Andritz,수자원공사,"""""",사업용,정회원,시장,비중앙,경남 함안군 칠북면
수력,합천,50000,2,100000,1989.3,수력,수력,-,Fuji,Fuji,수자원공사,13.2kV,사업용,정회원,시장,중앙,경남 합천군 용주면(낙동강수계 황강 합천호)
수력,합천·창녕보,5000,1,5000,2012.6,소수력,소수력,-,Mavel,현대중공업,수자원공사,"""""",사업용,정회원,시장,비중앙,경남 합천군 청덕면
수력,합천2수력,1800,1,1800,2017.12,소수력,소수력,-,대양수력,대양수력,수자원공사,"""""",사업용,정회원,시장,비중앙,경남 합천군 용주면
수력,행원,60,1,60,2010.11,소수력,소수력,-,대양전기,대양전기,남부발전,"""""",사업용,정회원,시장,비중앙,제주 제주시 구좌읍
수력,홍익동진,850,1,850,2008.6,소수력,소수력,-,-,-,㈜홍익이앤알,"""""",사업용,정회원,시장,비중앙,전북 정읍시 칠보면
수력,화천,27000,2,54000,1944.10,수력,수력,-,Hitachi,Hitachi,한수원,11kV,사업용,정회원,시장,중앙,강원 화천군 간동면 (한강수계 북한강 파로호)
수력,화천,27000,1,27000,1957.11,수력,수력,-,Hitachi,Hitachi,한수원,11kV,사업용,정회원,시장,중앙,강원 화천군 간동면 (한강수계 북한강 파로호)
수력,화천,27000,1,27000,1968.6,수력,수력,-,Hitachi,Hitachi,한수원,11kV,사업용,정회원,시장,중앙,강원 화천군 간동면 (한강수계 북한강 파로호)
수력,횡성,1000,1,1000,2000.8,소수력,소수력,-,대양전기,대양전기,수자원공사,"""""",사업용,정회원,시장,비중앙,강원 횡성군 갑천면
수력,횡성댐2,300,1,300,2011.1,소수력,소수력,-,Ossberger,효성중공업,수자원공사,"""""",사업용,정회원,시장,비중앙,강원 횡성군 갑천면
양수,무주양수,300000,1,300000,1995.2,양수,양수,-,한중,한중,한수원,18kV,사업용,정회원,시장,중앙,전북 무주군 적상면
양수,무주양수,300000,1,300000,1995.4,양수,양수,-,한중,한중,한수원,18kV,사업용,정회원,시장,중앙,전북 무주군 적상면
양수,산청양수,350000,1,350000,2001.9,양수,양수,-,두산중공업,두산중공업,한수원,18kV,사업용,정회원,시장,중앙,경남 산청군 시천면
양수,산청양수,350000,1,350000,2001.11,양수,양수,-,두산중공업,두산중공업,한수원,18kV,사업용,정회원,시장,중앙,경남 산청군 시천면
양수,삼랑진양수,300000,1,300000,1985.11,양수,양수,-,Hitachi/한중,Fuji/한중,한수원,18kV,사업용,정회원,시장,중앙,경남 밀양시 삼랑진읍
양수,삼랑진양수,300000,1,300000,1985.12,양수,양수,-,Hitachi/한중,Fuji/한중,한수원,18kV,사업용,정회원,시장,중앙,경남 밀양시 삼랑진읍
양수,양양양수,250000,1,250000,2006.2,양수,양수,-,두산중공업,두산중공업,한수원,18kV,사업용,정회원,시장,중앙,강원 양양군 서면
양수,양양양수,250000,1,250000,2006.4,양수,양수,-,두산중공업,두산중공업,한수원,18kV,사업용,정회원,시장,중앙,강원 양양군 서면
양수,양양양수,250000,1,250000,2006.6,양수,양수,-,두산중공업,두산중공업,한수원,18kV,사업용,정회원,시장,중앙,강원 양양군 서면
양수,양양양수,250000,1,250000,2006.8,양수,양수,-,두산중공업,두산중공업,한수원,18kV,사업용,정회원,시장,중앙,강원 양양군 서면
양수,예천양수,400000,1,400000,2011.8,양수,양수,-,ALSTOM,ALSTOM,한수원,18kV,사업용,정회원,시장,중앙,경북 예천군 용문면
양수,예천양수,400000,1,400000,2011.10,양수,양수,-,ALSTOM,ALSTOM,한수원,18kV,사업용,정회원,시장,중앙,경북 예천군 용문면
양수,청송양수,300000,1,300000,2006.9,양수,양수,-,GE,GE,한수원,18kV,사업용,정회원,시장,중앙,경북 청송군 파천면
