차종,제조사,모델명,국비 (만원),지방비 (만원),보조금 (만원),text,연도,행정구역
일반승용(수소),현대자동차,넥쏘,2250,1100,3350,2024년도 수소자동차 부산광역시 모델별 보조금,2024,부산광역시
화물(수소 대형),현대자동차,엑시언트 수소전기트럭 윙바디,25000,0,25000,2024년도 수소자동차 부산광역시 모델별 보조금,2024,부산광역시
화물(수소 대형),에이엠특장,에이엠수소10톤암롤트럭,72000,0,72000,2024년도 수소자동차 부산광역시 모델별 보조금,2024,부산광역시
화물(수소 대형),에이엠특장,에이엠수소9.3톤압축식진개차,72000,0,72000,2024년도 수소자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(수소 대형),현대자동차,일렉시티 FCEV,21000,9000,30000,2024년도 수소자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(수소 대형),현대자동차,유니버스 수소전기버스,26000,9000,35000,2024년도 수소자동차 부산광역시 모델별 보조금,2024,부산광역시
일반승용(수소),현대자동차,넥쏘,2250,1000,3250,2024년도 수소자동차 대구광역시 모델별 보조금,2024,대구광역시
화물(수소 대형),현대자동차,엑시언트 수소전기트럭 윙바디,25000,0,25000,2024년도 수소자동차 대구광역시 모델별 보조금,2024,대구광역시
화물(수소 대형),에이엠특장,에이엠수소10톤암롤트럭,72000,0,72000,2024년도 수소자동차 대구광역시 모델별 보조금,2024,대구광역시
화물(수소 대형),에이엠특장,에이엠수소9.3톤압축식진개차,72000,0,72000,2024년도 수소자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(수소 대형),현대자동차,일렉시티 FCEV,21000,0,21000,2024년도 수소자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(수소 대형),현대자동차,유니버스 수소전기버스,26000,0,26000,2024년도 수소자동차 대구광역시 모델별 보조금,2024,대구광역시
일반승용(수소),현대자동차,넥쏘,2250,1000,3250,2024년도 수소자동차 인천광역시 모델별 보조금,2024,인천광역시
화물(수소 대형),현대자동차,엑시언트 수소전기트럭 윙바디,25000,20000,45000,2024년도 수소자동차 인천광역시 모델별 보조금,2024,인천광역시
화물(수소 대형),에이엠특장,에이엠수소10톤암롤트럭,72000,0,72000,2024년도 수소자동차 인천광역시 모델별 보조금,2024,인천광역시
화물(수소 대형),에이엠특장,에이엠수소9.3톤압축식진개차,72000,0,72000,2024년도 수소자동차 인천광역시 모델별 보조금,2024,인천광역시
승합(수소 대형),현대자동차,일렉시티 FCEV,21000,9000,30000,2024년도 수소자동차 인천광역시 모델별 보조금,2024,인천광역시
승합(수소 대형),현대자동차,유니버스 수소전기버스,26000,9000,35000,2024년도 수소자동차 인천광역시 모델별 보조금,2024,인천광역시
일반승용(수소),현대자동차,넥쏘,2250,1000,3250,2024년도 수소자동차 광주광역시 모델별 보조금,2024,광주광역시
화물(수소 대형),현대자동차,엑시언트 수소전기트럭 윙바디,25000,0,25000,2024년도 수소자동차 광주광역시 모델별 보조금,2024,광주광역시
화물(수소 대형),에이엠특장,에이엠수소10톤암롤트럭,72000,0,72000,2024년도 수소자동차 광주광역시 모델별 보조금,2024,광주광역시
화물(수소 대형),에이엠특장,에이엠수소9.3톤압축식진개차,72000,0,72000,2024년도 수소자동차 광주광역시 모델별 보조금,2024,광주광역시
승합(수소 대형),현대자동차,일렉시티 FCEV,21000,9000,30000,2024년도 수소자동차 광주광역시 모델별 보조금,2024,광주광역시
승합(수소 대형),현대자동차,유니버스 수소전기버스,26000,9000,35000,2024년도 수소자동차 광주광역시 모델별 보조금,2024,광주광역시
일반승용(수소),현대자동차,넥쏘,2250,1000,3250,2024년도 수소자동차 대전광역시 모델별 보조금,2024,대전광역시
화물(수소 대형),현대자동차,엑시언트 수소전기트럭 윙바디,25000,0,25000,2024년도 수소자동차 대전광역시 모델별 보조금,2024,대전광역시
화물(수소 대형),에이엠특장,에이엠수소10톤암롤트럭,72000,0,72000,2024년도 수소자동차 대전광역시 모델별 보조금,2024,대전광역시
