차종,제조사,모델명,국비 (만원),지방비 (만원),보조금 (만원),text,연도,행정구역
일반승용,현대자동차,아이오닉5 2WD 롱레인지 20인치,700,350,1050,2022년도 전기자동차 부산광역시 모델별 보조금,2022,부산광역시
일반승용,현대자동차,아이오닉5 2WD 롱레인지 19인치,700,350,1050,2022년도 전기자동차 부산광역시 모델별 보조금,2022,부산광역시
일반승용,현대자동차,아이오닉5 2WD 롱레인지 19인치 빌트인 캠 미적용,700,350,1050,2022년도 전기자동차 부산광역시 모델별 보조금,2022,부산광역시
일반승용,현대자동차,아이오닉5 AWD 롱레인지 20인치,680,340,1020,2022년도 전기자동차 부산광역시 모델별 보조금,2022,부산광역시
일반승용,현대자동차,아이오닉5 AWD 롱레인지 19인치,696,348,1044,2022년도 전기자동차 부산광역시 모델별 보조금,2022,부산광역시
일반승용,현대자동차,아이오닉5 2WD 스탠다드 19인치,700,350,1050,2022년도 전기자동차 부산광역시 모델별 보조금,2022,부산광역시
일반승용,현대자동차,아이오닉5 AWD 스탠다드 19인치,671,335,1006,2022년도 전기자동차 부산광역시 모델별 보조금,2022,부산광역시
일반승용,현대자동차,Electrified G80 AWD 19인치,342,171,513,2022년도 전기자동차 부산광역시 모델별 보조금,2022,부산광역시
일반승용,현대자동차,GV60 스탠다드 2WD 19인치,350,175,525,2022년도 전기자동차 부산광역시 모델별 보조금,2022,부산광역시
일반승용,현대자동차,GV60 스탠다드 AWD 19인치,349,174,523,2022년도 전기자동차 부산광역시 모델별 보조금,2022,부산광역시
일반승용,현대자동차,GV60 스탠다드 AWD 20인치,336,168,504,2022년도 전기자동차 부산광역시 모델별 보조금,2022,부산광역시
일반승용,현대자동차,GV60 퍼포먼스 AWD 21인치,319,159,478,2022년도 전기자동차 부산광역시 모델별 보조금,2022,부산광역시
일반승용,현대자동차,Electrified GV70 AWD 20인치,332,166,498,2022년도 전기자동차 부산광역시 모델별 보조금,2022,부산광역시
일반승용,현대자동차,Electrified GV70 AWD 19인치,349,174,523,2022년도 전기자동차 부산광역시 모델별 보조금,2022,부산광역시
일반승용,현대자동차,아이오닉5 2WD 롱레인지 19인치,700,350,1050,2022년도 전기자동차 부산광역시 모델별 보조금,2022,부산광역시
일반승용,현대자동차,아이오닉5 2WD 롱레인지 19인치 빌트인 캠 미적용,700,350,1050,2022년도 전기자동차 부산광역시 모델별 보조금,2022,부산광역시
일반승용,현대자동차,아이오닉5 2WD 롱레인지 20인치,700,350,1050,2022년도 전기자동차 부산광역시 모델별 보조금,2022,부산광역시
일반승용,현대자동차,아이오닉5 AWD 롱레인지 19인치,700,350,1050,2022년도 전기자동차 부산광역시 모델별 보조금,2022,부산광역시
일반승용,현대자동차,아이오닉5 AWD 롱레인지 20인치,676,338,1014,2022년도 전기자동차 부산광역시 모델별 보조금,2022,부산광역시
일반승용,현대자동차,아이오닉5 2WD 스탠다드 19인치,700,350,1050,2022년도 전기자동차 부산광역시 모델별 보조금,2022,부산광역시
일반승용,현대자동차,아이오닉5 AWD 스탠다드 19인치,671,335,1006,2022년도 전기자동차 부산광역시 모델별 보조금,2022,부산광역시
일반승용,현대자동차,"Electrified GV70 AWD 20인치(무선충전, 시범사업)",327,163,490,2022년도 전기자동차 부산광역시 모델별 보조금,2022,부산광역시
일반승용,현대자동차,"GV60 스탠다드 20인치(무선충전, 시범사업)",326,163,489,2022년도 전기자동차 부산광역시 모델별 보조금,2022,부산광역시
일반승용,현대자동차,"GV60 퍼포먼스 21인치(무선충전, 시범사업)",311,155,466,2022년도 전기자동차 부산광역시 모델별 보조금,2022,부산광역시
일반승용,현대자동차,아이오닉6 스탠다드 2WD 18인치,690,345,1035,2022년도 전기자동차 부산광역시 모델별 보조금,2022,부산광역시
일반승용,현대자동차,아이오닉6 롱레인지 2WD 18인치,700,350,1050,2022년도 전기자동차 부산광역시 모델별 보조금,2022,부산광역시
일반승용,현대자동차,아이오닉6 롱레인지 2WD 20인치,700,350,1050,2022년도 전기자동차 부산광역시 모델별 보조금,2022,부산광역시
일반승용,현대자동차,아이오닉6 롱레인지 AWD 18인치,700,350,1050,2022년도 전기자동차 부산광역시 모델별 보조금,2022,부산광역시
일반승용,현대자동차,아이오닉6 롱레인지 AWD 20인치,700,350,1050,2022년도 전기자동차 부산광역시 모델별 보조금,2022,부산광역시
일반승용,기아,니로 EV(HP),700,350,1050,2022년도 전기자동차 부산광역시 모델별 보조금,2022,부산광역시
일반승용,기아,EV6 스탠다드 2WD 19인치,700,350,1050,2022년도 전기자동차 부산광역시 모델별 보조금,2022,부산광역시
일반승용,기아,EV6 롱레인지 2WD 20인치,700,350,1050,2022년도 전기자동차 부산광역시 모델별 보조금,2022,부산광역시
일반승용,기아,EV6 롱레인지 4WD 20인치,700,350,1050,2022년도 전기자동차 부산광역시 모델별 보조금,2022,부산광역시
일반승용,기아,EV6 롱레인지 2WD 19인치,700,350,1050,2022년도 전기자동차 부산광역시 모델별 보조금,2022,부산광역시
일반승용,기아,EV6 롱레인지 4WD 19인치,700,350,1050,2022년도 전기자동차 부산광역시 모델별 보조금,2022,부산광역시
일반승용,기아,EV6 스탠다드 4WD 19인치,700,350,1050,2022년도 전기자동차 부산광역시 모델별 보조금,2022,부산광역시
일반승용,기아,니로 플러스(DP),700,350,1050,2022년도 전기자동차 부산광역시 모델별 보조금,2022,부산광역시
일반승용,기아,The all-new Kia Niro EV(24MY),700,350,1050,2022년도 전기자동차 부산광역시 모델별 보조금,2022,부산광역시
일반승용,기아,EV6 GT,310,155,465,2022년도 전기자동차 부산광역시 모델별 보조금,2022,부산광역시
