차종,제조사,모델명,국비 (만원),지방비 (만원),보조금 (만원),text,연도,행정구역
화물(초소형),스마트솔루션즈,D2C,600,250.0,850.0,2021년도 전기자동차 부산광역시 모델별 보조금,2021,부산광역시
화물(초소형),스마트솔루션즈,D2P,600,250.0,850.0,2021년도 전기자동차 부산광역시 모델별 보조금,2021,부산광역시
화물(초소형),루트17,다니고3,600,250.0,850.0,2021년도 전기자동차 부산광역시 모델별 보조금,2021,부산광역시
화물(초소형),루트17,다니고3 픽업,600,250.0,850.0,2021년도 전기자동차 부산광역시 모델별 보조금,2021,부산광역시
화물(초소형),마스타전기차,MASTA VAN,600,250.0,850.0,2021년도 전기자동차 부산광역시 모델별 보조금,2021,부산광역시
화물(초소형),마스타전기차,MASTA HIM,600,250.0,850.0,2021년도 전기자동차 부산광역시 모델별 보조금,2021,부산광역시
화물(초소형),디피코,(단종)포트로,600,250.0,850.0,2021년도 전기자동차 부산광역시 모델별 보조금,2021,부산광역시
화물(초소형),디피코,포트로-탑,600,250.0,850.0,2021년도 전기자동차 부산광역시 모델별 보조금,2021,부산광역시
화물(초소형),디피코,포트로-픽업,600,250.0,850.0,2021년도 전기자동차 부산광역시 모델별 보조금,2021,부산광역시
화물(초소형),디피코,포트로-탑S,600,250.0,850.0,2021년도 전기자동차 부산광역시 모델별 보조금,2021,부산광역시
화물(초소형),디피코,포트로-픽업S,600,250.0,850.0,2021년도 전기자동차 부산광역시 모델별 보조금,2021,부산광역시
화물(경형),파워프라자,라보ev PEACE,1100,500.0,1600.0,2021년도 전기자동차 부산광역시 모델별 보조금,2021,부산광역시
화물(소형),제인모터스,제인모터스칼마토EV1톤내장탑차,1600,500.0,2100.0,2021년도 전기자동차 부산광역시 모델별 보조금,2021,부산광역시
화물(소형),파워프라자,봉고3ev PEACE,1600,500.0,2100.0,2021년도 전기자동차 부산광역시 모델별 보조금,2021,부산광역시
화물(소형),파워프라자,봉고3ev PEACE 더블캡,1600,500.0,2100.0,2021년도 전기자동차 부산광역시 모델별 보조금,2021,부산광역시
화물(소형),현대자동차,포터Ⅱ 일렉트릭 특장차,1600,500.0,2100.0,2021년도 전기자동차 부산광역시 모델별 보조금,2021,부산광역시
화물(소형),현대자동차,포터Ⅱ 일렉트릭 파워게이트,1600,500.0,2100.0,2021년도 전기자동차 부산광역시 모델별 보조금,2021,부산광역시
화물(소형),현대자동차,포터Ⅱ 일렉트릭 내장탑차,1600,500.0,2100.0,2021년도 전기자동차 부산광역시 모델별 보조금,2021,부산광역시
화물(소형),현대자동차,포터Ⅱ 일렉트릭 내장탑저상,1600,500.0,2100.0,2021년도 전기자동차 부산광역시 모델별 보조금,2021,부산광역시
