차종,제조사,모델명,국비 (만원),지방비 (만원),보조금 (만원),text,연도,행정구역
승합(중형),현대자동차,(단종)카운티 일렉트릭(어린이운송용 33인승 V2),4052,289,4341,2023년도 전기자동차 부산광역시 모델별 보조금,2023,부산광역시
승합(중형),현대자동차,카운티 일렉트릭,4834,345,5179,2023년도 전기자동차 부산광역시 모델별 보조금,2023,부산광역시
승합(중형),현대자동차,카운티 일렉트릭(마을버스),5000,357,5357,2023년도 전기자동차 부산광역시 모델별 보조금,2023,부산광역시
승합(중형),이비온,"E6(JL618S), 어린이통학",2362,169,2531,2023년도 전기자동차 부산광역시 모델별 보조금,2023,부산광역시
승합(중형),GS글로벌,NEW BYD eBus-7,2894,207,3101,2023년도 전기자동차 부산광역시 모델별 보조금,2023,부산광역시
승합(중형),비바모빌리티,(단종)브이버스60,3211,229,3440,2023년도 전기자동차 부산광역시 모델별 보조금,2023,부산광역시
승합(중형),케이지모빌리티커머셜,SMART 8.7,4308,308,4616,2023년도 전기자동차 부산광역시 모델별 보조금,2023,부산광역시
승합(중형),한차,GREENWAY720,4530,324,4854,2023년도 전기자동차 부산광역시 모델별 보조금,2023,부산광역시
승합(중형),테라팩토리,테라밴키즈,1911,137,2048,2023년도 전기자동차 부산광역시 모델별 보조금,2023,부산광역시
승합(중형),테라팩토리,테라밴키즈11,1902,136,2038,2023년도 전기자동차 부산광역시 모델별 보조금,2023,부산광역시
승합(중형),테라팩토리,테라밴,1889,135,2024,2023년도 전기자동차 부산광역시 모델별 보조금,2023,부산광역시
승합(중형),테라팩토리,"테라밴키즈(2022), 어린이운송용14명",2151,154,2305,2023년도 전기자동차 부산광역시 모델별 보조금,2023,부산광역시
승합(중형),테라팩토리,"테라밴키즈11(2022), 어린이운송용11명",2142,153,2295,2023년도 전기자동차 부산광역시 모델별 보조금,2023,부산광역시
승합(중형),테라팩토리,테라밴,2129,152,2281,2023년도 전기자동차 부산광역시 모델별 보조금,2023,부산광역시
승합(중형),중원자동차,EV J1,5000,357,5357,2023년도 전기자동차 부산광역시 모델별 보조금,2023,부산광역시
승합(대형),현대자동차,일렉시티 이층버스,11900,500,12400,2023년도 전기자동차 부산광역시 모델별 보조금,2023,부산광역시
승합(대형),현대자동차,일렉시티(3PACK),6887,492,7379,2023년도 전기자동차 부산광역시 모델별 보조금,2023,부산광역시
승합(대형),현대자동차,일렉시티(4PACK V1),7000,500,7500,2023년도 전기자동차 부산광역시 모델별 보조금,2023,부산광역시
승합(대형),현대자동차,일렉시티(4PACK V2),7000,500,7500,2023년도 전기자동차 부산광역시 모델별 보조금,2023,부산광역시
승합(대형),현대자동차,일렉시티 타운,6725,480,7205,2023년도 전기자동차 부산광역시 모델별 보조금,2023,부산광역시
승합(대형),케이지모빌리티커머셜,SMART 9.3,4990,356,5346,2023년도 전기자동차 부산광역시 모델별 보조금,2023,부산광역시
승합(대형),케이지모빌리티커머셜,SMART 110(272kWh),5660,404,6064,2023년도 전기자동차 부산광역시 모델별 보조금,2023,부산광역시
승합(대형),케이지모빌리티커머셜,SMART 110E(347kWh),6330,452,6782,2023년도 전기자동차 부산광역시 모델별 보조금,2023,부산광역시
승합(대형),케이지모빌리티커머셜,SMART 110(260kWh),5955,425,6380,2023년도 전기자동차 부산광역시 모델별 보조금,2023,부산광역시
승합(대형),케이지모빌리티커머셜,SMART 110E(260kWh),6277,448,6725,2023년도 전기자동차 부산광역시 모델별 보조금,2023,부산광역시
승합(대형),우진산전,아폴로900전기버스,4420,316,4736,2023년도 전기자동차 부산광역시 모델별 보조금,2023,부산광역시
승합(대형),우진산전,아폴로1100전기버스 22MY,7000,500,7500,2023년도 전기자동차 부산광역시 모델별 보조금,2023,부산광역시
승합(대형),우진산전,아폴로1100전기버스 23MY,7000,500,7500,2023년도 전기자동차 부산광역시 모델별 보조금,2023,부산광역시
승합(대형),우진산전,아폴로1200-B43,7000,500,7500,2023년도 전기자동차 부산광역시 모델별 보조금,2023,부산광역시
승합(대형),피라인모터스,HYPERS(H),5137,367,5504,2023년도 전기자동차 부산광역시 모델별 보조금,2023,부산광역시
승합(대형),피라인모터스,HYPERS1611,5111,365,5476,2023년도 전기자동차 부산광역시 모델별 보조금,2023,부산광역시
승합(대형),피라인모터스,HYPERS1609,5143,367,5510,2023년도 전기자동차 부산광역시 모델별 보조금,2023,부산광역시
승합(대형),피라인모터스,HYPERS1612,3893,278,4171,2023년도 전기자동차 부산광역시 모델별 보조금,2023,부산광역시
승합(대형),피라인모터스,HYPERS1609H,5572,398,5970,2023년도 전기자동차 부산광역시 모델별 보조금,2023,부산광역시
승합(대형),피라인모터스,HYPERS1612N,4990,356,5346,2023년도 전기자동차 부산광역시 모델별 보조금,2023,부산광역시
승합(대형),피라인모터스,HYPERS1609N,6042,432,6474,2023년도 전기자동차 부산광역시 모델별 보조금,2023,부산광역시
승합(대형),피라인모터스,HYPERS1611N,5620,401,6021,2023년도 전기자동차 부산광역시 모델별 보조금,2023,부산광역시
승합(대형),피라인모터스,HYPERS1609HN,5993,428,6421,2023년도 전기자동차 부산광역시 모델별 보조금,2023,부산광역시
승합(대형),피라인모터스,HYPERS1611P,7000,500,7500,2023년도 전기자동차 부산광역시 모델별 보조금,2023,부산광역시
