차종,제조사,모델명,국비 (만원),지방비 (만원),보급목표이행보조금등 (만원),보조금 (만원),text,연도,행정구역
일반승용,테슬라코리아,Model 3 RWD(2021.10.26일부터 계약),260,286,0,546,2023년도 전기자동차 무안군 모델별 보조금,2023,무안군
일반승용,테슬라코리아,Model 3 RWD(2021.10.26일 이전에 계약),520,573,0,1093,2023년도 전기자동차 무안군 모델별 보조금,2023,무안군
일반승용,테슬라코리아,Model Y RWD(2023),514,566,0,1080,2023년도 전기자동차 무안군 모델별 보조금,2023,무안군
일반승용,메르세데스벤츠코리아,EQA250(MY22-1),268,295,0,563,2023년도 전기자동차 무안군 모델별 보조금,2023,무안군
일반승용,메르세데스벤츠코리아,EQA250(MY22-2),273,301,0,574,2023년도 전기자동차 무안군 모델별 보조금,2023,무안군
일반승용,메르세데스벤츠코리아,EQB300 4MATIC(Pre-Facelift)(5인승),275,303,0,578,2023년도 전기자동차 무안군 모델별 보조금,2023,무안군
일반승용,메르세데스벤츠코리아,EQB300 4MATIC(Pre-Facelift)(7인승),275,303,0,578,2023년도 전기자동차 무안군 모델별 보조금,2023,무안군
일반승용,스텔란티스코리아,(단종)Peugeot e-2008 SUV GT,438,483,0,921,2023년도 전기자동차 무안군 모델별 보조금,2023,무안군
일반승용,스텔란티스코리아,DS3 CROSSBACK E-TENSE,459,506,0,965,2023년도 전기자동차 무안군 모델별 보조금,2023,무안군
일반승용,스텔란티스코리아,Peugeot e-208,484,533,0,1017,2023년도 전기자동차 무안군 모델별 보조금,2023,무안군
일반승용,스텔란티스코리아,Peugeot e-2008 SUV,459,506,0,965,2023년도 전기자동차 무안군 모델별 보조금,2023,무안군
일반승용,폭스바겐그룹코리아,(단종)아우디 Q4 Sportback e-tron 40,253,279,0,532,2023년도 전기자동차 무안군 모델별 보조금,2023,무안군
일반승용,폭스바겐그룹코리아,(단종)아우디 Q4 Sportback e-tron 40 Premium,253,279,0,532,2023년도 전기자동차 무안군 모델별 보조금,2023,무안군
일반승용,폭스바겐그룹코리아,(단종)폭스바겐 ID.4 Pro(2022),560,617,0,1177,2023년도 전기자동차 무안군 모델별 보조금,2023,무안군
일반승용,폭스바겐그룹코리아,폭스바겐 ID.4 Pro(2023),580,639,44,1263,2023년도 전기자동차 무안군 모델별 보조금,2023,무안군
일반승용,폭스바겐그룹코리아,아우디 Q4 40 e-tron,238,262,0,500,2023년도 전기자동차 무안군 모델별 보조금,2023,무안군
일반승용,폭스바겐그룹코리아,아우디 Q4 Sportback 40 e-tron,241,265,0,506,2023년도 전기자동차 무안군 모델별 보조금,2023,무안군
일반승용,스마트솔루션즈,SMART EV Z,472,520,0,992,2023년도 전기자동차 무안군 모델별 보조금,2023,무안군
일반승용,케이지모빌리티,코란도 e-motion 2WD Heat Pump,608,670,0,1278,2023년도 전기자동차 무안군 모델별 보조금,2023,무안군
일반승용,케이지모빌리티,토레스 EVX 2WD 18인치,660,727,35,1422,2023년도 전기자동차 무안군 모델별 보조금,2023,무안군
일반승용,케이지모빌리티,토레스 EVX 2WD 20인치,645,711,32,1388,2023년도 전기자동차 무안군 모델별 보조금,2023,무안군
일반승용,폴스타오토모티브코리아,Polestar 2 Long Range Single Motor(MY23),488,538,0,1026,2023년도 전기자동차 무안군 모델별 보조금,2023,무안군
일반승용,폴스타오토모티브코리아,Polestar 2 Long Range Dual Motor(MY23),201,221,0,422,2023년도 전기자동차 무안군 모델별 보조금,2023,무안군
일반승용,폴스타오토모티브코리아,Polestar 2 Long Range Single Motor(MY24),500,551,0,1051,2023년도 전기자동차 무안군 모델별 보조금,2023,무안군
일반승용,폴스타오토모티브코리아,Polestar 2 Long Range Dual Motor(MY24),225,248,0,473,2023년도 전기자동차 무안군 모델별 보조금,2023,무안군
일반승용,볼보자동차코리아,(단종)볼보 XC40 Recharge Twin,203,223,0,426,2023년도 전기자동차 무안군 모델별 보조금,2023,무안군
일반승용,볼보자동차코리아,(단종)볼보 C40 Recharge Twin,212,233,0,445,2023년도 전기자동차 무안군 모델별 보조금,2023,무안군
일반승용,볼보자동차코리아,볼보 C40 Recharge Twin,240,264,0,504,2023년도 전기자동차 무안군 모델별 보조금,2023,무안군
일반승용,볼보자동차코리아,볼보 XC40 Recharge Twin,231,254,0,485,2023년도 전기자동차 무안군 모델별 보조금,2023,무안군
일반승용,한국토요타자동차,렉서스 RZ450e,320,352,0,672,2023년도 전기자동차 무안군 모델별 보조금,2023,무안군
경·소형,기아,레이 EV 2WD 14인치 4인승 승용,512,564,0,1076,2023년도 전기자동차 무안군 모델별 보조금,2023,무안군
경·소형,기아,레이 EV 2WD 14인치 2인승 밴,512,564,0,1076,2023년도 전기자동차 무안군 모델별 보조금,2023,무안군
경·소형,기아,레이 EV 2WD 14인치 1인승 밴,512,564,0,1076,2023년도 전기자동차 무안군 모델별 보조금,2023,무안군
초소형,루트17,Danigo,350,385,0,735,2023년도 전기자동차 무안군 모델별 보조금,2023,무안군
초소형,마이브,마이브 M1,350,385,0,735,2023년도 전기자동차 무안군 모델별 보조금,2023,무안군
초소형,쎄보모빌리티,CEVO-C SE,350,465,0,815,2023년도 전기자동차 무안군 모델별 보조금,2023,무안군
초소형,쎄보모빌리티,CEVO-C SE VAN,350,465,0,815,2023년도 전기자동차 무안군 모델별 보조금,2023,무안군
일반승용,현대자동차,Electrified G80 AWD 19인치,337,421,0,758,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,현대자동차,GV60 스탠다드 2WD 19인치,340,425,0,765,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,현대자동차,GV60 스탠다드 AWD 19인치,337,421,0,758,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,현대자동차,GV60 스탠다드 AWD 20인치,326,407,0,733,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,현대자동차,GV60 퍼포먼스 AWD 21인치,311,388,0,699,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,현대자동차,Electrified GV70 AWD 20인치,322,402,0,724,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,현대자동차,Electrified GV70 AWD 19인치,337,421,0,758,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,현대자동차,아이오닉5 2WD 롱레인지 19인치,680,850,80,1610,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,현대자동차,아이오닉5 2WD 롱레인지 19인치 빌트인 캠 미적용,680,850,80,1610,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,현대자동차,아이오닉5 2WD 롱레인지 20인치,680,850,80,1610,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,현대자동차,아이오닉5 AWD 롱레인지 19인치,680,850,80,1610,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,현대자동차,아이오닉5 AWD 롱레인지 20인치,655,818,80,1553,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,현대자동차,아이오닉5 2WD 스탠다드 19인치,678,847,80,1605,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,현대자동차,아이오닉5 AWD 스탠다드 19인치,653,816,80,1549,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,현대자동차,아이오닉6 스탠다드 2WD 18인치,680,850,80,1610,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,현대자동차,아이오닉6 롱레인지 2WD 18인치,680,850,80,1610,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,현대자동차,아이오닉6 롱레인지 2WD 20인치,680,850,80,1610,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,현대자동차,아이오닉6 롱레인지 AWD 18인치,680,850,80,1610,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,현대자동차,아이오닉6 롱레인지 AWD 20인치,680,850,80,1610,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,현대자동차,코나 일렉트릭 2WD 스탠다드 17인치,680,850,60,1590,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,현대자동차,코나 일렉트릭 2WD 롱레인지 17인치,680,850,60,1590,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,현대자동차,코나 일렉트릭 2WD 롱레인지 19인치(빌트인 캠),667,833,60,1560,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,현대자동차,아이오닉5 N,301,376,0,677,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,기아,EV6 스탠다드 2WD 19인치,680,850,64,1594,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,기아,EV6 롱레인지 2WD 20인치,680,850,64,1594,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,기아,EV6 롱레인지 4WD 20인치,680,850,64,1594,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,기아,EV6 롱레인지 2WD 19인치,680,850,64,1594,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,기아,EV6 롱레인지 4WD 19인치,680,850,64,1594,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,기아,EV6 스탠다드 4WD 19인치,680,850,64,1594,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,기아,니로 플러스(DP),680,850,24,1554,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,기아,The all-new Kia Niro EV(24MY),680,850,24,1554,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,기아,EV6 GT,304,380,0,684,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,기아,EV9 2WD 19인치,330,412,0,742,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,기아,EV9 2WD 20인치,328,410,0,738,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,기아,EV9 4WD 19인치,314,392,0,706,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,기아,EV9 4WD 21인치,319,398,0,717,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,기아,EV9 GTL 4WD 21인치,311,388,0,699,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,BMW,iX3 M Sport,293,366,0,659,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,BMW,MINI Cooper SE,557,696,0,1253,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,BMW,i4 eDrive40,326,407,0,733,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,BMW,i4 M50,301,376,0,677,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,BMW,iX1 xDrive30,295,368,0,663,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,한국지엠,볼트 EV,640,800,0,1440,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,한국지엠,볼트 EUV,640,800,0,1440,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,테슬라코리아,Model 3 Performance,260,325,0,585,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,테슬라코리아,Model Y Long Range,260,325,0,585,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,테슬라코리아,Model Y Performance,260,325,0,585,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,테슬라코리아,Model 3 Long Range,260,325,0,585,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,테슬라코리아,Model Y RWD,260,325,0,585,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,테슬라코리아,Model 3 RWD(2021.10.26일부터 계약),260,325,0,585,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,테슬라코리아,Model 3 RWD(2021.10.26일 이전에 계약),520,650,0,1170,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,테슬라코리아,Model Y RWD(2023),514,642,0,1156,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,메르세데스벤츠코리아,EQA250(MY22-1),268,335,0,603,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,메르세데스벤츠코리아,EQA250(MY22-2),273,341,0,614,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,메르세데스벤츠코리아,EQB300 4MATIC(Pre-Facelift)(5인승),275,343,0,618,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,메르세데스벤츠코리아,EQB300 4MATIC(Pre-Facelift)(7인승),275,343,0,618,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,스텔란티스코리아,(단종)Peugeot e-2008 SUV GT,438,547,0,985,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,스텔란티스코리아,DS3 CROSSBACK E-TENSE,459,573,0,1032,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,스텔란티스코리아,Peugeot e-208,484,605,0,1089,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,스텔란티스코리아,Peugeot e-2008 SUV,459,573,0,1032,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,폭스바겐그룹코리아,(단종)아우디 Q4 Sportback e-tron 40,253,316,0,569,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,폭스바겐그룹코리아,(단종)아우디 Q4 Sportback e-tron 40 Premium,253,316,0,569,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,폭스바겐그룹코리아,(단종)폭스바겐 ID.4 Pro(2022),560,700,0,1260,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,폭스바겐그룹코리아,폭스바겐 ID.4 Pro(2023),580,725,44,1349,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,폭스바겐그룹코리아,아우디 Q4 40 e-tron,238,297,0,535,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,폭스바겐그룹코리아,아우디 Q4 Sportback 40 e-tron,241,301,0,542,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,스마트솔루션즈,SMART EV Z,472,590,0,1062,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,케이지모빌리티,코란도 e-motion 2WD Heat Pump,608,760,0,1368,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,케이지모빌리티,토레스 EVX 2WD 18인치,660,825,35,1520,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,케이지모빌리티,토레스 EVX 2WD 20인치,645,806,32,1483,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,폴스타오토모티브코리아,Polestar 2 Long Range Single Motor(MY23),488,610,0,1098,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,폴스타오토모티브코리아,Polestar 2 Long Range Dual Motor(MY23),201,251,0,452,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,폴스타오토모티브코리아,Polestar 2 Long Range Single Motor(MY24),500,625,0,1125,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,폴스타오토모티브코리아,Polestar 2 Long Range Dual Motor(MY24),225,281,0,506,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,볼보자동차코리아,(단종)볼보 XC40 Recharge Twin,203,253,0,456,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,볼보자동차코리아,(단종)볼보 C40 Recharge Twin,212,265,0,477,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,볼보자동차코리아,볼보 C40 Recharge Twin,240,300,0,540,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,볼보자동차코리아,볼보 XC40 Recharge Twin,231,288,0,519,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,한국토요타자동차,렉서스 RZ450e,320,400,0,720,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
경·소형,기아,레이 EV 2WD 14인치 4인승 승용,512,640,0,1152,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
경·소형,기아,레이 EV 2WD 14인치 2인승 밴,512,640,0,1152,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
경·소형,기아,레이 EV 2WD 14인치 1인승 밴,512,640,0,1152,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
초소형,루트17,Danigo,350,485,0,835,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
초소형,마이브,마이브 M1,350,485,0,835,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
초소형,쎄보모빌리티,CEVO-C SE,350,565,0,915,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
초소형,쎄보모빌리티,CEVO-C SE VAN,350,565,0,915,2023년도 전기자동차 함평군 모델별 보조금,2023,함평군
일반승용,현대자동차,Electrified G80 AWD 19인치,337,371,0,708,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,현대자동차,GV60 스탠다드 2WD 19인치,340,375,0,715,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,현대자동차,GV60 스탠다드 AWD 19인치,337,371,0,708,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,현대자동차,GV60 스탠다드 AWD 20인치,326,359,0,685,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,현대자동차,GV60 퍼포먼스 AWD 21인치,311,343,0,654,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,현대자동차,Electrified GV70 AWD 20인치,322,355,0,677,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,현대자동차,Electrified GV70 AWD 19인치,337,371,0,708,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,현대자동차,아이오닉5 2WD 롱레인지 19인치,680,750,80,1510,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,현대자동차,아이오닉5 2WD 롱레인지 19인치 빌트인 캠 미적용,680,750,80,1510,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,현대자동차,아이오닉5 2WD 롱레인지 20인치,680,750,80,1510,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,현대자동차,아이오닉5 AWD 롱레인지 19인치,680,750,80,1510,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,현대자동차,아이오닉5 AWD 롱레인지 20인치,655,722,80,1457,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,현대자동차,아이오닉5 2WD 스탠다드 19인치,678,747,80,1505,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,현대자동차,아이오닉5 AWD 스탠다드 19인치,653,720,80,1453,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,현대자동차,아이오닉6 스탠다드 2WD 18인치,680,750,80,1510,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,현대자동차,아이오닉6 롱레인지 2WD 18인치,680,750,80,1510,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,현대자동차,아이오닉6 롱레인지 2WD 20인치,680,750,80,1510,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,현대자동차,아이오닉6 롱레인지 AWD 18인치,680,750,80,1510,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,현대자동차,아이오닉6 롱레인지 AWD 20인치,680,750,80,1510,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,현대자동차,코나 일렉트릭 2WD 스탠다드 17인치,680,750,60,1490,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,현대자동차,코나 일렉트릭 2WD 롱레인지 17인치,680,750,60,1490,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,현대자동차,코나 일렉트릭 2WD 롱레인지 19인치(빌트인 캠),667,735,60,1462,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,현대자동차,아이오닉5 N,301,331,0,632,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,기아,EV6 스탠다드 2WD 19인치,680,750,64,1494,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,기아,EV6 롱레인지 2WD 20인치,680,750,64,1494,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,기아,EV6 롱레인지 4WD 20인치,680,750,64,1494,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,기아,EV6 롱레인지 2WD 19인치,680,750,64,1494,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,기아,EV6 롱레인지 4WD 19인치,680,750,64,1494,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,기아,EV6 스탠다드 4WD 19인치,680,750,64,1494,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,기아,니로 플러스(DP),680,750,24,1454,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,기아,The all-new Kia Niro EV(24MY),680,750,24,1454,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,기아,EV6 GT,304,335,0,639,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,기아,EV9 2WD 19인치,330,363,0,693,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,기아,EV9 2WD 20인치,328,361,0,689,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,기아,EV9 4WD 19인치,314,346,0,660,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,기아,EV9 4WD 21인치,319,351,0,670,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,기아,EV9 GTL 4WD 21인치,311,343,0,654,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,BMW,iX3 M Sport,293,323,0,616,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,BMW,MINI Cooper SE,557,614,0,1171,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,BMW,i4 eDrive40,326,359,0,685,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,BMW,i4 M50,301,331,0,632,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,BMW,iX1 xDrive30,295,325,0,620,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,한국지엠,볼트 EV,640,705,0,1345,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,한국지엠,볼트 EUV,640,705,0,1345,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,테슬라코리아,Model 3 Performance,260,286,0,546,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,테슬라코리아,Model Y Long Range,260,286,0,546,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,테슬라코리아,Model Y Performance,260,286,0,546,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,테슬라코리아,Model 3 Long Range,260,286,0,546,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,테슬라코리아,Model Y RWD,260,286,0,546,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,테슬라코리아,Model 3 RWD(2021.10.26일부터 계약),260,286,0,546,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,테슬라코리아,Model 3 RWD(2021.10.26일 이전에 계약),520,573,0,1093,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,테슬라코리아,Model Y RWD(2023),514,566,0,1080,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,메르세데스벤츠코리아,EQA250(MY22-1),268,295,0,563,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,메르세데스벤츠코리아,EQA250(MY22-2),273,301,0,574,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,메르세데스벤츠코리아,EQB300 4MATIC(Pre-Facelift)(5인승),275,303,0,578,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,메르세데스벤츠코리아,EQB300 4MATIC(Pre-Facelift)(7인승),275,303,0,578,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,스텔란티스코리아,(단종)Peugeot e-2008 SUV GT,438,483,0,921,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,스텔란티스코리아,DS3 CROSSBACK E-TENSE,459,506,0,965,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,스텔란티스코리아,Peugeot e-208,484,533,0,1017,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,스텔란티스코리아,Peugeot e-2008 SUV,459,506,0,965,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,폭스바겐그룹코리아,(단종)아우디 Q4 Sportback e-tron 40,253,279,0,532,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,폭스바겐그룹코리아,(단종)아우디 Q4 Sportback e-tron 40 Premium,253,279,0,532,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,폭스바겐그룹코리아,(단종)폭스바겐 ID.4 Pro(2022),560,617,0,1177,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,폭스바겐그룹코리아,폭스바겐 ID.4 Pro(2023),580,639,44,1263,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,폭스바겐그룹코리아,아우디 Q4 40 e-tron,238,262,0,500,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,폭스바겐그룹코리아,아우디 Q4 Sportback 40 e-tron,241,265,0,506,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,스마트솔루션즈,SMART EV Z,472,520,0,992,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,케이지모빌리티,코란도 e-motion 2WD Heat Pump,608,670,0,1278,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,케이지모빌리티,토레스 EVX 2WD 18인치,660,727,35,1422,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,폴스타오토모티브코리아,Polestar 2 Long Range Single Motor(MY23),488,538,0,1026,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,폴스타오토모티브코리아,Polestar 2 Long Range Dual Motor(MY23),201,221,0,422,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,폴스타오토모티브코리아,Polestar 2 Long Range Single Motor(MY24),500,551,0,1051,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,폴스타오토모티브코리아,Polestar 2 Long Range Dual Motor(MY24),225,248,0,473,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,볼보자동차코리아,(단종)볼보 XC40 Recharge Twin,203,223,0,426,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,볼보자동차코리아,(단종)볼보 C40 Recharge Twin,212,233,0,445,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,볼보자동차코리아,볼보 C40 Recharge Twin,240,264,0,504,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,볼보자동차코리아,볼보 XC40 Recharge Twin,231,254,0,485,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
일반승용,한국토요타자동차,렉서스 RZ450e,320,352,0,672,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
경·소형,기아,레이 EV 2WD 14인치 4인승 승용,512,564,0,1076,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
경·소형,기아,레이 EV 2WD 14인치 2인승 밴,512,564,0,1076,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
경·소형,기아,레이 EV 2WD 14인치 1인승 밴,512,564,0,1076,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
초소형,루트17,Danigo,350,485,0,835,2023년도 전기자동차 영광군 모델별 보조금,2023,영광군
