차종,제조사,모델명,국비 (만원),지방비 (만원),보조금 (만원),text,연도,행정구역
승합(중형),현대자동차,카운티 일렉트릭,3915,274,4189,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(중형),현대자동차,카운티 일렉트릭(마을버스),4000,280,4280,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(중형),이비온,"E6(JL618S), 어린이통학",1127,78,1205,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(중형),GS글로벌,NEW BYD eBus-7,1007,70,1077,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(중형),한차,GREENWAY720,4250,297,4547,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(중형),테라팩토리,"테라밴키즈(2022), 어린이운송용14명",776,54,830,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(중형),테라팩토리,"테라밴키즈11(2022), 어린이운송용11명",772,54,826,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(중형),테라팩토리,테라밴,767,53,820,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(중형),중원자동차,EV J1,1496,104,1600,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(중형),쏠테로,트라베리-Y540E,1676,117,1793,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(중형),쏠테로,트라베리-Y550E,1676,117,1793,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(중형),쏠테로,트라베리-Y560E,1676,117,1793,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(중형),리텍,e-CENTRO-K,2385,166,2551,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(중형),에빅오토모티브코리아,세레온(어린이),5000,350,5350,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(중형),에빅오토모티브코리아,세레온(마을),5000,350,5350,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(대형),현대자동차,일렉시티 이층버스,11900,500,12400,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(대형),현대자동차,일렉시티(3PACK),7000,500,7500,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(대형),현대자동차,일렉시티(4PACK V1),7000,500,7500,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(대형),현대자동차,일렉시티(4PACK V2),7000,500,7500,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(대형),현대자동차,일렉시티 타운,6859,489,7348,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(대형),케이지모빌리티커머셜,SMART 110(272kWh),3850,275,4125,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(대형),케이지모빌리티커머셜,SMART 110E(347kWh),5950,425,6375,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(대형),케이지모빌리티커머셜,SMART 110(260kWh),5724,408,6132,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(대형),케이지모빌리티커머셜,SMART 110E(260kWh),5950,425,6375,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(대형),케이지모빌리티커머셜,SMART 110(301kWh),7000,500,7500,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(대형),케이지모빌리티커머셜,KG C090,6916,0,6916,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(대형),우진산전,아폴로900전기버스,4719,337,5056,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(대형),우진산전,아폴로1100전기버스 23MY,7000,500,7500,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(대형),우진산전,아폴로1200-B43,7000,500,7500,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(대형),우진산전,아폴로1200-S42,7000,500,7500,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(대형),우진산전,아폴로1200-B42,7000,500,7500,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(대형),우진산전,아폴로1200-B29,7000,500,7500,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(대형),우진산전,아폴로1200-S29,7000,500,7500,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(대형),우진산전,아폴로900 V2.0,6819,487,7306,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(대형),우진산전,아폴로1100 양문형,6459,461,6920,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(대형),우진산전,아폴로1100 V2.0,7000,500,7500,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(대형),피라인모터스,HYPERS1609N,5796,414,6210,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(대형),피라인모터스,HYPERS1611N,5440,388,5828,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(대형),피라인모터스,HYPERS1609HN,5755,411,6166,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(대형),피라인모터스,HYPERS1609N(25인승),5794,413,6207,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(대형),피라인모터스,HYPERS1609HN(25인승),5755,411,6166,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(대형),피라인모터스,HYPERS PRIME,7000,500,7500,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(대형),피라인모터스,HYPERS1609P(접이식),7000,500,7500,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(대형),피라인모터스,HYPERS1609P(힙레스트),7000,500,7500,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(대형),피라인모터스,HYPERS1609P(25인승 접이식),7000,500,7500,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(대형),피라인모터스,HYPERS1609P(25인승 힙레스트),7000,500,7500,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(대형),피라인모터스,HYPERS1611P(접이식),7000,500,7500,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(대형),피라인모터스,HYPERS1611P(힙레스트),7000,500,7500,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(대형),피라인모터스,HYPERS HP,7000,500,7500,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(대형),범한자동차,E-SKY11(350kWh),1980,141,2121,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(대형),범한자동차,E-SKY9(281kWh),1980,141,2121,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(대형),범한자동차,E-STAR8 V1,1719,122,1841,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(대형),범한자동차,E-STAR11,1980,141,2121,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(대형),범한자동차,E-STAR12i,2480,177,2657,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(대형),에스에이피,아이즘(IZM),1440,102,1542,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(대형),에스에이피,엘페(ELFE),1889,134,2023,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(대형),에스에이피,리오네(LIONNE),1440,102,1542,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(대형),에스에이피,네오포스(NEOFORCE),1440,102,1542,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(대형),GS글로벌,NEW BYD eBus-12,2180,155,2335,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(대형),GS글로벌,BYD eBus9,2310,165,2475,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(대형),GS글로벌,BYD eBus11,3440,245,3685,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(대형),티에스에코에너지,일레누스(TS1100-1),5771,412,6183,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(대형),티에스에코에너지,일레누스(TS900-1),6914,493,7407,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(대형),이온모터스,시티라이트Ⅱ,2290,163,2453,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(대형),이온모터스,시티라이트9,2310,165,2475,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(대형),한차,GREENWAY1100A,5950,425,6375,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(대형),이엠코리아,에픽시티(LFP),2310,165,2475,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(대형),이엠코리아,에픽타운(LFP),2101,150,2251,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(대형),이엠코리아,에픽시티(NCM),7000,500,7500,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(대형),이엠코리아,에픽타운(NCM),6439,459,6898,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(대형),태영티엔티,GD11N,7000,500,7500,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(대형),재일홀딩스,그린타운400,1539,109,1648,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(대형),아이버스,아이버스어린이운송차,5950,425,6375,2024년도 전기자동차 부산광역시 모델별 보조금,2024,부산광역시
승합(중형),현대자동차,카운티 일렉트릭,3915,783,4698,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(중형),현대자동차,카운티 일렉트릭(마을버스),4000,800,4800,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(중형),이비온,"E6(JL618S), 어린이통학",1127,225,1352,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(중형),GS글로벌,NEW BYD eBus-7,1007,201,1208,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(중형),한차,GREENWAY720,4250,850,5100,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(중형),테라팩토리,"테라밴키즈(2022), 어린이운송용14명",776,155,931,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(중형),테라팩토리,"테라밴키즈11(2022), 어린이운송용11명",772,154,926,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(중형),테라팩토리,테라밴,767,153,920,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(중형),중원자동차,EV J1,1496,299,1795,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(중형),쏠테로,트라베리-Y540E,1676,335,2011,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(중형),쏠테로,트라베리-Y550E,1676,335,2011,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(중형),쏠테로,트라베리-Y560E,1676,335,2011,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(중형),리텍,e-CENTRO-K,2385,477,2862,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(중형),에빅오토모티브코리아,세레온(어린이),5000,1000,6000,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(중형),에빅오토모티브코리아,세레온(마을),5000,1000,6000,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(대형),현대자동차,일렉시티 이층버스,11900,0,11900,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(대형),현대자동차,일렉시티(3PACK),7000,0,7000,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(대형),현대자동차,일렉시티(4PACK V1),7000,0,7000,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(대형),현대자동차,일렉시티(4PACK V2),7000,0,7000,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(대형),현대자동차,일렉시티 타운,6859,0,6859,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(대형),케이지모빌리티커머셜,SMART 110(272kWh),3850,0,3850,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(대형),케이지모빌리티커머셜,SMART 110E(347kWh),5950,0,5950,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(대형),케이지모빌리티커머셜,SMART 110(260kWh),5724,0,5724,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(대형),케이지모빌리티커머셜,SMART 110E(260kWh),5950,0,5950,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(대형),케이지모빌리티커머셜,SMART 110(301kWh),7000,0,7000,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(대형),케이지모빌리티커머셜,KG C090,6916,0,6916,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(대형),우진산전,아폴로900전기버스,4719,0,4719,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(대형),우진산전,아폴로1100전기버스 23MY,7000,0,7000,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(대형),우진산전,아폴로1200-B43,7000,0,7000,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(대형),우진산전,아폴로1200-S42,7000,0,7000,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(대형),우진산전,아폴로1200-B42,7000,0,7000,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(대형),우진산전,아폴로1200-B29,7000,0,7000,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(대형),우진산전,아폴로1200-S29,7000,0,7000,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(대형),우진산전,아폴로900 V2.0,6819,0,6819,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(대형),우진산전,아폴로1100 양문형,6459,0,6459,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(대형),우진산전,아폴로1100 V2.0,7000,0,7000,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(대형),피라인모터스,HYPERS1609N,5796,0,5796,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(대형),피라인모터스,HYPERS1611N,5440,0,5440,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(대형),피라인모터스,HYPERS1609HN,5755,0,5755,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(대형),피라인모터스,HYPERS1609N(25인승),5794,0,5794,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(대형),피라인모터스,HYPERS1609HN(25인승),5755,0,5755,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(대형),피라인모터스,HYPERS PRIME,7000,0,7000,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(대형),피라인모터스,HYPERS1609P(접이식),7000,0,7000,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(대형),피라인모터스,HYPERS1609P(힙레스트),7000,0,7000,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(대형),피라인모터스,HYPERS1609P(25인승 접이식),7000,0,7000,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(대형),피라인모터스,HYPERS1609P(25인승 힙레스트),7000,0,7000,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(대형),피라인모터스,HYPERS1611P(접이식),7000,0,7000,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(대형),피라인모터스,HYPERS1611P(힙레스트),7000,0,7000,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(대형),피라인모터스,HYPERS HP,7000,0,7000,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(대형),범한자동차,E-SKY11(350kWh),1980,0,1980,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(대형),범한자동차,E-SKY9(281kWh),1980,0,1980,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(대형),범한자동차,E-STAR8 V1,1719,0,1719,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(대형),범한자동차,E-STAR11,1980,0,1980,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(대형),범한자동차,E-STAR12i,2480,0,2480,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(대형),에스에이피,아이즘(IZM),1440,0,1440,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(대형),에스에이피,엘페(ELFE),1889,0,1889,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(대형),에스에이피,리오네(LIONNE),1440,0,1440,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(대형),에스에이피,네오포스(NEOFORCE),1440,0,1440,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(대형),GS글로벌,NEW BYD eBus-12,2180,0,2180,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(대형),GS글로벌,BYD eBus9,2310,0,2310,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(대형),GS글로벌,BYD eBus11,3440,0,3440,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(대형),티에스에코에너지,일레누스(TS1100-1),5771,0,5771,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(대형),티에스에코에너지,일레누스(TS900-1),6914,0,6914,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(대형),이온모터스,시티라이트Ⅱ,2290,0,2290,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(대형),이온모터스,시티라이트9,2310,0,2310,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(대형),한차,GREENWAY1100A,5950,0,5950,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(대형),이엠코리아,에픽시티(LFP),2310,0,2310,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(대형),이엠코리아,에픽타운(LFP),2101,0,2101,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(대형),이엠코리아,에픽시티(NCM),7000,0,7000,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(대형),이엠코리아,에픽타운(NCM),6439,0,6439,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(대형),태영티엔티,GD11N,7000,0,7000,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(대형),재일홀딩스,그린타운400,1539,0,1539,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(대형),아이버스,아이버스어린이운송차,5950,0,5950,2024년도 전기자동차 대구광역시 모델별 보조금,2024,대구광역시
승합(중형),현대자동차,카운티 일렉트릭,3915,555,4470,2024년도 전기자동차 인천광역시 모델별 보조금,2024,인천광역시
승합(중형),현대자동차,카운티 일렉트릭(마을버스),4000,568,4568,2024년도 전기자동차 인천광역시 모델별 보조금,2024,인천광역시
승합(중형),이비온,"E6(JL618S), 어린이통학",1127,160,1287,2024년도 전기자동차 인천광역시 모델별 보조금,2024,인천광역시
승합(중형),GS글로벌,NEW BYD eBus-7,1007,142,1149,2024년도 전기자동차 인천광역시 모델별 보조금,2024,인천광역시
승합(중형),한차,GREENWAY720,4250,603,4853,2024년도 전기자동차 인천광역시 모델별 보조금,2024,인천광역시
승합(중형),테라팩토리,"테라밴키즈(2022), 어린이운송용14명",776,110,886,2024년도 전기자동차 인천광역시 모델별 보조금,2024,인천광역시
승합(중형),테라팩토리,"테라밴키즈11(2022), 어린이운송용11명",772,109,881,2024년도 전기자동차 인천광역시 모델별 보조금,2024,인천광역시
승합(중형),테라팩토리,테라밴,767,108,875,2024년도 전기자동차 인천광역시 모델별 보조금,2024,인천광역시
승합(중형),중원자동차,EV J1,1496,212,1708,2024년도 전기자동차 인천광역시 모델별 보조금,2024,인천광역시
승합(중형),쏠테로,트라베리-Y540E,1676,237,1913,2024년도 전기자동차 인천광역시 모델별 보조금,2024,인천광역시
승합(중형),쏠테로,트라베리-Y550E,1676,237,1913,2024년도 전기자동차 인천광역시 모델별 보조금,2024,인천광역시
승합(중형),쏠테로,트라베리-Y560E,1676,237,1913,2024년도 전기자동차 인천광역시 모델별 보조금,2024,인천광역시
승합(중형),리텍,e-CENTRO-K,2385,338,2723,2024년도 전기자동차 인천광역시 모델별 보조금,2024,인천광역시
승합(중형),에빅오토모티브코리아,세레온(어린이),5000,710,5710,2024년도 전기자동차 인천광역시 모델별 보조금,2024,인천광역시
승합(중형),에빅오토모티브코리아,세레온(마을),5000,710,5710,2024년도 전기자동차 인천광역시 모델별 보조금,2024,인천광역시
승합(대형),현대자동차,일렉시티 이층버스,11900,1700,13600,2024년도 전기자동차 인천광역시 모델별 보조금,2024,인천광역시
승합(대형),현대자동차,일렉시티(3PACK),7000,1000,8000,2024년도 전기자동차 인천광역시 모델별 보조금,2024,인천광역시
승합(대형),현대자동차,일렉시티(4PACK V1),7000,1000,8000,2024년도 전기자동차 인천광역시 모델별 보조금,2024,인천광역시
승합(대형),현대자동차,일렉시티(4PACK V2),7000,1000,8000,2024년도 전기자동차 인천광역시 모델별 보조금,2024,인천광역시
승합(대형),현대자동차,일렉시티 타운,6859,979,7838,2024년도 전기자동차 인천광역시 모델별 보조금,2024,인천광역시
승합(대형),케이지모빌리티커머셜,SMART 110(272kWh),3850,550,4400,2024년도 전기자동차 인천광역시 모델별 보조금,2024,인천광역시
승합(대형),케이지모빌리티커머셜,SMART 110E(347kWh),5950,850,6800,2024년도 전기자동차 인천광역시 모델별 보조금,2024,인천광역시
승합(대형),케이지모빌리티커머셜,SMART 110(260kWh),5724,817,6541,2024년도 전기자동차 인천광역시 모델별 보조금,2024,인천광역시
승합(대형),케이지모빌리티커머셜,SMART 110E(260kWh),5950,850,6800,2024년도 전기자동차 인천광역시 모델별 보조금,2024,인천광역시
승합(대형),케이지모빌리티커머셜,SMART 110(301kWh),7000,1000,8000,2024년도 전기자동차 인천광역시 모델별 보조금,2024,인천광역시
승합(대형),우진산전,아폴로900전기버스,4719,674,5393,2024년도 전기자동차 인천광역시 모델별 보조금,2024,인천광역시
승합(대형),우진산전,아폴로1100전기버스 23MY,7000,1000,8000,2024년도 전기자동차 인천광역시 모델별 보조금,2024,인천광역시
승합(대형),우진산전,아폴로1200-B43,7000,1000,8000,2024년도 전기자동차 인천광역시 모델별 보조금,2024,인천광역시
승합(대형),우진산전,아폴로1200-S42,7000,1000,8000,2024년도 전기자동차 인천광역시 모델별 보조금,2024,인천광역시
승합(대형),우진산전,아폴로1200-B42,7000,1000,8000,2024년도 전기자동차 인천광역시 모델별 보조금,2024,인천광역시
승합(대형),우진산전,아폴로1200-B29,7000,1000,8000,2024년도 전기자동차 인천광역시 모델별 보조금,2024,인천광역시
승합(대형),우진산전,아폴로1200-S29,7000,1000,8000,2024년도 전기자동차 인천광역시 모델별 보조금,2024,인천광역시
승합(대형),우진산전,아폴로900 V2.0,6819,974,7793,2024년도 전기자동차 인천광역시 모델별 보조금,2024,인천광역시
승합(대형),우진산전,아폴로1100 양문형,6459,922,7381,2024년도 전기자동차 인천광역시 모델별 보조금,2024,인천광역시
승합(대형),우진산전,아폴로1100 V2.0,7000,1000,8000,2024년도 전기자동차 인천광역시 모델별 보조금,2024,인천광역시
승합(대형),피라인모터스,HYPERS1609N,5796,828,6624,2024년도 전기자동차 인천광역시 모델별 보조금,2024,인천광역시
승합(대형),피라인모터스,HYPERS1611N,5440,777,6217,2024년도 전기자동차 인천광역시 모델별 보조금,2024,인천광역시
승합(대형),피라인모터스,HYPERS1609HN,5755,822,6577,2024년도 전기자동차 인천광역시 모델별 보조금,2024,인천광역시
승합(대형),피라인모터스,HYPERS1609N(25인승),5794,827,6621,2024년도 전기자동차 인천광역시 모델별 보조금,2024,인천광역시
승합(대형),피라인모터스,HYPERS1609HN(25인승),5755,822,6577,2024년도 전기자동차 인천광역시 모델별 보조금,2024,인천광역시
승합(대형),피라인모터스,HYPERS PRIME,7000,1000,8000,2024년도 전기자동차 인천광역시 모델별 보조금,2024,인천광역시
승합(대형),피라인모터스,HYPERS1609P(접이식),7000,1000,8000,2024년도 전기자동차 인천광역시 모델별 보조금,2024,인천광역시
승합(대형),피라인모터스,HYPERS1609P(힙레스트),7000,1000,8000,2024년도 전기자동차 인천광역시 모델별 보조금,2024,인천광역시
승합(대형),피라인모터스,HYPERS1609P(25인승 접이식),7000,1000,8000,2024년도 전기자동차 인천광역시 모델별 보조금,2024,인천광역시
승합(대형),피라인모터스,HYPERS1609P(25인승 힙레스트),7000,1000,8000,2024년도 전기자동차 인천광역시 모델별 보조금,2024,인천광역시
승합(대형),피라인모터스,HYPERS1611P(접이식),7000,1000,8000,2024년도 전기자동차 인천광역시 모델별 보조금,2024,인천광역시
승합(대형),피라인모터스,HYPERS1611P(힙레스트),7000,1000,8000,2024년도 전기자동차 인천광역시 모델별 보조금,2024,인천광역시
