차종,제조사,모델명,국비 (만원),지방비 (만원),보조금 (만원),text,연도,행정구역
화물(수소 대형),현대자동차,엑시언트 수소전기트럭 윙바디,25000,0,25000,2023년도 수소자동차 여주시 모델별 보조금,2023,여주시
승합(수소 대형),현대자동차,일렉시티 FCEV,21000,0,21000,2023년도 수소자동차 여주시 모델별 보조금,2023,여주시
승합(수소 대형),현대자동차,유니버스 수소전기버스,26000,0,26000,2023년도 수소자동차 여주시 모델별 보조금,2023,여주시
일반승용(수소),현대자동차,넥쏘,2250,1000,3250,2023년도 수소자동차 양평군 모델별 보조금,2023,양평군
화물(수소 대형),현대자동차,엑시언트 수소전기트럭 윙바디,25000,0,25000,2023년도 수소자동차 양평군 모델별 보조금,2023,양평군
승합(수소 대형),현대자동차,일렉시티 FCEV,21000,0,21000,2023년도 수소자동차 양평군 모델별 보조금,2023,양평군
승합(수소 대형),현대자동차,유니버스 수소전기버스,26000,0,26000,2023년도 수소자동차 양평군 모델별 보조금,2023,양평군
일반승용(수소),현대자동차,넥쏘,2250,1200,3450,2023년도 수소자동차 춘천시 모델별 보조금,2023,춘천시
화물(수소 대형),현대자동차,엑시언트 수소전기트럭 윙바디,25000,25000,50000,2023년도 수소자동차 춘천시 모델별 보조금,2023,춘천시
승합(수소 대형),현대자동차,일렉시티 FCEV,21000,21000,42000,2023년도 수소자동차 춘천시 모델별 보조금,2023,춘천시
승합(수소 대형),현대자동차,유니버스 수소전기버스,26000,0,26000,2023년도 수소자동차 춘천시 모델별 보조금,2023,춘천시
일반승용(수소),현대자동차,넥쏘,2250,1200,3450,2023년도 수소자동차 원주시 모델별 보조금,2023,원주시
화물(수소 대형),현대자동차,엑시언트 수소전기트럭 윙바디,25000,0,25000,2023년도 수소자동차 원주시 모델별 보조금,2023,원주시
승합(수소 대형),현대자동차,일렉시티 FCEV,21000,21000,42000,2023년도 수소자동차 원주시 모델별 보조금,2023,원주시
승합(수소 대형),현대자동차,유니버스 수소전기버스,26000,15000,41000,2023년도 수소자동차 원주시 모델별 보조금,2023,원주시
일반승용(수소),현대자동차,넥쏘,2250,1200,3450,2023년도 수소자동차 강릉시 모델별 보조금,2023,강릉시
화물(수소 대형),현대자동차,엑시언트 수소전기트럭 윙바디,25000,0,25000,2023년도 수소자동차 강릉시 모델별 보조금,2023,강릉시
